"Label (Grouping)","Abilene city, Texas!!Estimate","Allen city, Texas!!Estimate","Amarillo city, Texas!!Estimate","Arlington city, Texas!!Estimate","Atascocita CDP, Texas!!Estimate","Austin city, Texas!!Estimate","Baytown city, Texas!!Estimate","Beaumont city, Texas!!Estimate","Brownsville city, Texas!!Estimate","Bryan city, Texas!!Estimate","Carrollton city, Texas!!Estimate","Cedar Park city, Texas!!Estimate","College Station city, Texas!!Estimate","Conroe city, Texas!!Estimate","Corpus Christi city, Texas!!Estimate","Dallas city, Texas!!Estimate","Denton city, Texas!!Estimate","Edinburg city, Texas!!Estimate","El Paso city, Texas!!Estimate","Flower Mound town, Texas!!Estimate","Fort Worth city, Texas!!Estimate","Frisco city, Texas!!Estimate","Garland city, Texas!!Estimate","Grand Prairie city, Texas!!Estimate","Harlingen city, Texas!!Estimate","Houston city, Texas!!Estimate","Irving city, Texas!!Estimate","Killeen city, Texas!!Estimate","Laredo city, Texas!!Estimate","League City city, Texas!!Estimate","Lewisville city, Texas!!Estimate","Longview city, Texas!!Estimate","Lubbock city, Texas!!Estimate","McAllen city, Texas!!Estimate","McKinney city, Texas!!Estimate","Mesquite city, Texas!!Estimate","Midland city, Texas!!Estimate","Mission city, Texas!!Estimate","Missouri City city, Texas!!Estimate","New Braunfels city, Texas!!Estimate","North Richland Hills city, Texas!!Estimate","Odessa city, Texas!!Estimate","Pasadena city, Texas!!Estimate","Pearland city, Texas!!Estimate","Pharr city, Texas!!Estimate","Plano city, Texas!!Estimate","Richardson city, Texas!!Estimate","Round Rock city, Texas!!Estimate","San Angelo city, Texas!!Estimate","San Antonio city, Texas!!Estimate","Sugar Land city, Texas!!Estimate","Temple city, Texas!!Estimate","The Woodlands CDP, Texas!!Estimate","Tyler city, Texas!!Estimate","Victoria city, Texas!!Estimate","Waco city, Texas!!Estimate","Wichita Falls city, Texas!!Estimate"
"Total","125,876","98,138","199,651","388,122","78,240","931,840","75,485","118,110","183,888","82,106","133,146","64,837","107,899","68,592","324,082","1,300,082","131,047","84,501","681,136","71,024","836,969","154,388","236,836","187,755","65,769","2,298,628","236,617","140,809","255,789","98,350","104,808","81,590","249,051","140,253","162,887","145,124","132,950","83,307","71,778","69,923","69,205","118,980","153,786","111,665","76,535","283,619","110,827","115,839","100,413","1,469,824","88,129","72,297","119,144","103,705","67,581","132,342","104,709"
