,WWTP_name,geometry,centroid
122,Plant_138495646,"POLYGON ((-97.1913026 27.991352, -97.1892576 27.9901748, -97.1832529 27.987248, -97.1864446 27.9821984, -97.1876964 27.9829961, -97.1889232 27.9835847, -97.189357 27.9837112, -97.1897536 27.9836397, -97.1901192 27.9835353, -97.190522 27.9834417, -97.1924925 27.9803888, -97.1968674 27.9825561, -97.1967681 27.9827872, -97.1948659 27.9857082, -97.19336 27.9880736, -97.1913026 27.991352))",POINT (-97.19022128342303 27.985764680553128)
123,Plant_138506129,"POLYGON ((-97.1854931 28.0099042, -97.1871975 28.0107898, -97.1963899 28.0153938, -97.1966687 28.0155809, -97.1973197 28.0159768, -97.1946419 28.0174512, -97.1923919 28.0186175, -97.189993 28.0200698, -97.1881706 28.0211865, -97.1857965 28.0224682, -97.1849286 28.0230623, -97.1850711 28.024377, -97.1852074 28.0251415, -97.1855545 28.0276444, -97.1857157 28.0291517, -97.1846741 28.0297293, -97.1832607 28.0288381, -97.1820334 28.0280239, -97.1814197 28.0275893, -97.1798018 28.026533, -97.1787542 28.0258729, -97.1774463 28.0249981, -97.1771426 28.0245745, -97.1752091 28.0198657, -97.1772178 28.0167963, -97.1779927 28.0155531, -97.1797781 28.0124508, -97.180398 28.0115102, -97.1812969 28.0101735, -97.1824808 28.0082758, -97.1844641 28.0093815, -97.1854931 28.0099042))",POINT (-97.18431442415655 28.01819624476601)
124,Plant_155662483,"POLYGON ((-94.9490806 30.6985025, -94.948917 30.6984656, -94.9487523 30.6984284, -94.94846 30.6983361, -94.9480346 30.697972, -94.9484047 30.6976538, -94.948807 30.6972571, -94.9493274 30.6971556, -94.9497099 30.697289, -94.9500639 30.697259, -94.9502286 30.697091, -94.9503697 30.6970699, -94.9505628 30.6970491, -94.9506299 30.6970999, -94.9506218 30.6978218, -94.9506417 30.6982142, -94.9497914 30.6982234, -94.9496546 30.6984402, -94.9493263 30.6985667, -94.9490806 30.6985025))",POINT (-94.94946895546079 30.697807932538744)
125,Plant_156541896,"POLYGON ((-95.6640987 29.6796354, -95.6640838 29.6785968, -95.6633241 29.6786065, -95.6633427 29.6796483, -95.6640987 29.6796354))",POINT (-95.66371212070348 29.679121322436895)
126,Plant_156541897,"POLYGON ((-95.651652 29.7064415, -95.6500175 29.7064566, -95.6500728 29.7101432, -95.6510708 29.7100622, -95.6511245 29.7100019, -95.6510615 29.7098775, -95.6513374 29.709881, -95.651417 29.7098061, -95.6514835 29.7098479, -95.6515599 29.7098973, -95.6516109 29.7098972, -95.6517012 29.7098442, -95.651652 29.7064415))",POINT (-95.6508478419182 29.708233389695152)
127,Plant_156947870,"POLYGON ((-95.6259178 29.7243499, -95.6259322 29.7238698, -95.6250522 29.7238717, -95.6250511 29.7243507, -95.6259178 29.7243499))",POINT (-95.62548849864933 29.7241099047301)
128,Walnut Branch Wastewater Treatment Plant,"POLYGON ((-97.9653729 29.5617405, -97.965236 29.5608012, -97.9641817 29.5596823, -97.9635924 29.5596036, -97.9635358 29.5595997, -97.9635635 29.5599823, -97.9635939 29.5606611, -97.9637102 29.5606611, -97.9637695 29.560661, -97.9637699 29.5614173, -97.963769 29.5614509, -97.9637718 29.5615712, -97.9637712 29.5616751, -97.9637743 29.5617808, -97.9646126 29.5617682, -97.9653729 29.5617405))",POINT (-97.96437086496863 29.560833132347256)
129,Bob Derrington Water Reclamation Plant,"POLYGON ((-102.2532645 31.8230299, -102.2519607 31.8192443, -102.2569974 31.8179919, -102.2583012 31.8217775, -102.2532645 31.8230299))",POINT (-102.25513095479776 31.820510865635352)
130,Geronimo Creek Wastewater Treatment Plant,"POLYGON ((-97.9173042 29.5509308, -97.9173168 29.5513683, -97.9174133 29.5514632, -97.917511 29.5515594, -97.9175163 29.5516434, -97.9173071 29.5518207, -97.9173125 29.5522873, -97.9173179 29.5523527, -97.9165795 29.5525552, -97.9158909 29.5525627, -97.9150916 29.552348, -97.9150863 29.5523153, -97.9150809 29.5518674, -97.9155637 29.55134, -97.916084 29.5509667, -97.9170276 29.5509389, -97.9173042 29.5509308))",POINT (-97.91633037942357 29.551783138276683)
131,Plant_193247468,"POLYGON ((-96.6523889 33.0179778, -96.65246 33.017583, -96.6525933 33.0174787, -96.6526022 33.0173744, -96.6525311 33.0172477, -96.6524422 33.0170987, -96.6524422 33.0165623, -96.649688 33.0164208, -96.6496613 33.0178437, -96.6523889 33.0179778))",POINT (-96.65107225146876 33.01720366974813)
132,Plant_197830132,"POLYGON ((-94.3495542 32.7752722, -94.3495282 32.7752749, -94.3495026 32.7752707, -94.3494798 32.7752599, -94.3494621 32.7752437, -94.3494514 32.7752237, -94.3494486 32.7752019, -94.349454 32.7751804, -94.3494672 32.7751614, -94.3494867 32.7751468, -94.3495107 32.7751381, -94.3495392 32.775136, -94.3495668 32.7751422, -94.3495903 32.775156, -94.3496068 32.7751756, -94.3496143 32.7751988, -94.349612 32.7752228, -94.3496 32.7752447, -94.34958 32.7752618, -94.3495542 32.7752722))",POINT (-94.34953147820433 32.7752053487871)
133,Plant_197830133,"POLYGON ((-94.349119 32.7753112, -94.3490903 32.7753126, -94.3490646 32.7753081, -94.3490419 32.7752967, -94.3490249 32.7752799, -94.3490152 32.7752593, -94.3490141 32.7752372, -94.3490215 32.7752159, -94.3490366 32.7751978, -94.3490579 32.7751848, -94.3490831 32.7751783, -94.3491094 32.7751755, -94.3491353 32.77518, -94.3491581 32.7751913, -94.3491752 32.7752082, -94.3491849 32.7752289, -94.3491861 32.7752511, -94.3491786 32.7752724, -94.3491633 32.7752906, -94.3491418 32.7753035, -94.349119 32.7753112))",POINT (-94.3491001189583 32.77524421898691)
134,Plant_197830136,"POLYGON ((-94.3495506 32.7749821, -94.3489746 32.7750459, -94.3489447 32.7750446, -94.3489168 32.7750355, -94.3488938 32.7750194, -94.348878 32.774998, -94.3488711 32.7749736, -94.3488737 32.7749485, -94.3488856 32.7749254, -94.3489056 32.7749067, -94.3489316 32.7748942, -94.3495075 32.7748442, -94.3495363 32.7748477, -94.3495621 32.7748589, -94.3495821 32.7748766, -94.349594 32.7748988, -94.3495966 32.7749232, -94.3495895 32.7749468, -94.3495736 32.7749672, -94.3495506 32.7749821))",POINT (-94.34922882460823 32.774942965855494)
135,Plant_217864665,"POLYGON ((-97.0819385 31.8025232, -97.0780332 31.8044106, -97.0774753 31.8035216, -97.0793851 31.802587, -97.080517 31.8024594, -97.0818152 31.8024867, -97.0819385 31.8025232))",POINT (-97.07935953048559 31.803250277059863)
136,Brady Wastewater Treatment Plant,"POLYGON ((-99.3222102 31.1327322, -99.3221106 31.1241549, -99.3141223 31.1243936, -99.313963 31.1262694, -99.3171105 31.1260478, -99.3189033 31.1293901, -99.3191225 31.1306519, -99.3222102 31.1327322))",POINT (-99.31941098675597 31.127213715103867)
137,Leon Creek Water Recycling Center,"POLYGON ((-98.5210998 29.2756381, -98.5206492 29.2755819, -98.5205205 29.2759188, -98.5197695 29.2757504, -98.5197126 29.2760817, -98.5178812 29.2757129, -98.5179885 29.2751701, -98.5162933 29.2744027, -98.5153567 29.2746592, -98.5149538 29.274945, -98.5137685 29.2748848, -98.5137435 29.2753006, -98.5144835 29.2755084, -98.5144145 29.2761266, -98.5152109 29.276597, -98.5158694 29.2773628, -98.5164338 29.2774613, -98.5177884 29.2788725, -98.5188921 29.2790968, -98.5193248 29.28024, -98.5199143 29.2806175, -98.5206104 29.2815364, -98.5209616 29.2821436, -98.5211748 29.2825647, -98.5210559 29.2837674, -98.5237074 29.2837946, -98.5245914 29.2816294, -98.5263326 29.2773643, -98.5264643 29.2770418, -98.5262143 29.2765309, -98.5231169 29.2744402, -98.5215365 29.2748838, -98.5210998 29.2756381))",POINT (-98.52128634036302 29.27833889900414)
138,Medio Creek Water Recycling Center,"POLYGON ((-98.6679866 29.4013384, -98.6692755 29.4024919, -98.6705089 29.4015621, -98.6712159 29.4019612, -98.6712194 29.4031303, -98.6726751 29.4034567, -98.6725678 29.4023538, -98.6720528 29.4015874, -98.6728038 29.4008209, -98.6730624 29.4002909, -98.6719455 29.3987832, -98.6712589 29.3984654, -98.6705937 29.3982785, -98.6699714 29.3983907, -98.6696506 29.3990945, -98.6690273 29.399531, -98.6684275 29.3998049, -98.668178 29.4000526, -98.6683983 29.4002031, -98.6679866 29.4013384))",POINT (-98.67067292072852 29.400659709229014)
139,Plant_232938244,"POLYGON ((-97.4224128 32.861128, -97.4224596 32.8581518, -97.4222258 32.8581536, -97.4212016 32.8581389, -97.4176625 32.858088, -97.4176167 32.8610721, -97.4201471 32.8610899, -97.4213588 32.861115, -97.4224128 32.861128))",POINT (-97.42003665894076 32.859608747839054)
140,Plant_252180603,"POLYGON ((-97.340068 27.7117388, -97.3400148 27.7115031, -97.3395964 27.7112809, -97.3392846 27.7109577, -97.3391096 27.7102405, -97.3388852 27.7099745, -97.3387788 27.7096277, -97.3388586 27.7093752, -97.3391667 27.7090217, -97.3394253 27.7088028, -97.3397866 27.7084897, -97.340068 27.7080991, -97.3403304 27.7085031, -97.3409732 27.7087893, -97.3417148 27.7091698, -97.3415741 27.709392, -97.3425762 27.7098617, -97.3426009 27.7099577, -97.3426275 27.7101664, -97.342561 27.7103382, -97.3417699 27.7115873, -97.340068 27.7117388))",POINT (-97.34061747999927 27.710124769151694)
141,Plant_255503121,"POLYGON ((-95.5616614 29.7632702, -95.5619463 29.762354, -95.5605266 29.7620095, -95.5597934 29.7623622, -95.559708 29.76261, -95.5600783 29.7630635, -95.5609842 29.7633675, -95.5616614 29.7632702))",POINT (-95.56085456470316 29.762686475153476)
142,Plant_260547596,"POLYGON ((-95.0241583 29.6510122, -95.0241365 29.64976, -95.0232472 29.6497869, -95.0232289 29.6486182, -95.0223022 29.648629, -95.0222804 29.648666, -95.022222 29.6495937, -95.0222287 29.6498909, -95.0222792 29.6498865, -95.0222911 29.6510538, -95.0241583 29.6510122))",POINT (-95.02305752783684 29.650012646750405)
143,Oso Parkway Stormwater Quality Demonstration Project,"POLYGON ((-97.4049235 27.6632455, -97.4046144 27.6630253, -97.4051144 27.6624066, -97.4052252 27.6624798, -97.4053906 27.6622846, -97.4055854 27.6624069, -97.4054352 27.6626936, -97.4050352 27.6632274, -97.4049235 27.6632455))",POINT (-97.40510381450092 27.66278089416519)
144,Plant_266866059,"POLYGON ((-95.4502772 29.6893416, -95.4508592 29.6883956, -95.4507707 29.6883513, -95.4526322 29.6854992, -95.4527395 29.6855458, -95.4533135 29.6846067, -95.453402 29.6842502, -95.4535629 29.683889, -95.4527797 29.684178, -95.4510792 29.6847978, -95.4508807 29.6850075, -95.4506715 29.6852732, -95.4503267 29.6858354, -95.4499526 29.6864453, -95.4497676 29.6866969, -95.4494967 29.6869626, -95.4492338 29.6871769, -95.4489763 29.6873377, -95.448633 29.6875101, -95.4482146 29.6876569, -95.4478015 29.6877501, -95.4472034 29.6878131, -95.4472409 29.6896352, -95.4478954 29.6896236, -95.448008 29.6896655, -95.4482065 29.6896888, -95.4487698 29.6896841, -95.4490756 29.6896538, -95.4490917 29.6889898, -95.4492445 29.6889968, -95.4495745 29.6890597, -95.4502772 29.6893416))",POINT (-95.45018174493896 29.68718435431199)
145,Plant_266866061,"POLYGON ((-95.4510121 29.6906418, -95.4510148 29.6899032, -95.4504086 29.6896399, -95.4495074 29.6899358, -95.4495218 29.6902046, -95.4494011 29.6902652, -95.4492767 29.6902643, -95.4492821 29.6906721, -95.4510121 29.6906418))",POINT (-95.45021123754863 29.69023090693816)
146,Plant_266866062,"POLYGON ((-95.4205033 29.6966835, -95.4203639 29.6959892, -95.4199924 29.696108, -95.419582 29.6964202, -95.4197376 29.6969165, -95.4199495 29.6968163, -95.420207 29.6967324, -95.4205033 29.6966835))",POINT (-95.42005721256196 29.696458905133827)
147,City of Austin Walnut Creek Wastewater Treatment Plant,"POLYGON ((-97.6545062 30.2831223, -97.6487685 30.2809715, -97.6489402 30.2806335, -97.6490653 30.2792396, -97.6494939 30.2781946, -97.6517014 30.2746683, -97.6522499 30.2742825, -97.6523759 30.2742229, -97.652401 30.2742931, -97.6534802 30.2747227, -97.6538513 30.2750198, -97.6548334 30.2753713, -97.6555589 30.2775031, -97.6549838 30.2789396, -97.6554528 30.2796501, -97.6548202 30.281629, -97.6544795 30.2821791, -97.6551033 30.2827522, -97.6545062 30.2831223))",POINT (-97.65251064970154 30.27878261063434)
148,Plant_267418461,"POLYGON ((-95.6380957 29.8910289, -95.6380939 29.8907555, -95.6380921 29.8904773, -95.6380921 29.8904753, -95.6380763 29.8887169, -95.6380763 29.8887122, -95.6380762 29.8887063, -95.6380776 29.888682, -95.6380788 29.8886688, -95.6380803 29.8886556, -95.638082 29.8886425, -95.6380841 29.8886294, -95.6380864 29.8886164, -95.638089 29.8886034, -95.638092 29.8885905, -95.6380952 29.8885776, -95.6380987 29.8885648, -95.6381025 29.8885521, -95.6381065 29.8885394, -95.6381109 29.8885269, -95.6381155 29.8885144, -95.6381204 29.888502, -95.6381256 29.8884897, -95.6381311 29.8884775, -95.6381368 29.8884654, -95.6381428 29.8884534, -95.6381491 29.8884415, -95.6381557 29.8884297, -95.6381625 29.888418, -95.6381696 29.8884064, -95.638177 29.888395, -95.6381846 29.8883836, -95.6381925 29.8883724, -95.6382006 29.8883614, -95.6382018 29.8883599, -95.638209 29.8883504, -95.6382177 29.8883396, -95.6382266 29.888329, -95.6382357 29.8883184, -95.6387557 29.8895272, -95.6395032 29.8912649, -95.639522 29.8913087, -95.6395195 29.8913065, -95.6395063 29.8912963, -95.6394864 29.8912839, -95.639462 29.8912726, -95.6394428 29.891266, -95.6394231 29.8912612, -95.6393997 29.891258, -95.6393762 29.8912573, -95.6393563 29.8912588, -95.6393369 29.8912622, -95.639318 29.8912674, -95.6393 29.8912744, -95.639275 29.8912881, -95.6392576 29.8913012, -95.6392422 29.8913163, -95.6392274 29.8913355, -95.6392181 29.8913519, -95.6382438 29.8913417, -95.6380978 29.8913427, -95.6380961 29.891071, -95.6380958 29.891032, -95.6380957 29.8910289))",POINT (-95.63857219668438 29.89024138117118)
149,Village Creek Sewage Treatment Plant,"POLYGON ((-97.1471559 32.7730552, -97.1391367 32.7730403, -97.1391072 32.7785876, -97.1393001 32.778719, -97.1410167 32.778913, -97.1418268 32.7789175, -97.1427923 32.7793279, -97.1441871 32.779346, -97.1449436 32.778971, -97.1449812 32.7775214, -97.1478082 32.7775683, -97.147937 32.7739961, -97.1471559 32.7730552))",POINT (-97.14324223868738 32.77586033863125)
150,Plant_287331461,"POLYGON ((-97.8414814 30.2757526, -97.8413031 30.2752278, -97.8412186 30.2749789, -97.8410013 30.275067, -97.8405909 30.2755604, -97.840827 30.2758916, -97.8414814 30.2757526))",POINT (-97.84105113488465 30.27549285659184)
151,Plant_296931952,"POLYGON ((-96.824763 33.1719458, -96.8248457 33.1720148, -96.8248972 33.1721025, -96.8249118 33.1721994, -96.824888 33.172295, -96.8248284 33.1723791, -96.8247395 33.1724423, -96.8246308 33.172478, -96.8245142 33.1724822, -96.8244023 33.1724545, -96.8243072 33.1723978, -96.8242392 33.1723184, -96.8242057 33.1722248, -96.8242103 33.1721272, -96.8242526 33.1720361, -96.8243279 33.1719615, -96.824428 33.1719113, -96.8245422 33.1718911, -96.8246581 33.171903, -96.824763 33.1719458))",POINT (-96.82455748266399 33.172187607605245)
152,Plant_296931953,"POLYGON ((-96.8251245 33.1706211, -96.8252014 33.170694, -96.8252458 33.1707839, -96.825253 33.1708809, -96.8252221 33.1709746, -96.8251566 33.1710549, -96.8250635 33.171113, -96.8249528 33.1711426, -96.8248367 33.1711406, -96.8247277 33.1711071, -96.8246375 33.1710458, -96.8245761 33.1709633, -96.8245499 33.1708686, -96.8245619 33.1707719, -96.8246108 33.1706837, -96.8246912 33.1706136, -96.8247945 33.1705691, -96.8249094 33.1705551, -96.8250236 33.1705731, -96.8251245 33.1706211))",POINT (-96.82490206177285 33.17085035474873)
153,Plant_302822132,"POLYGON ((-97.6499185 31.0210108, -97.6497709 31.0204959, -97.6487839 31.020089, -97.6476334 31.0204432, -97.6478408 31.0209378, -97.6476415 31.0209992, -97.6479336 31.0216681, -97.6499185 31.0210108))",POINT (-97.64867610841978 31.02082893310162)
154,Waxahachie Wastewater Treatment Plant,"POLYGON ((-96.8405679 32.3668302, -96.8413026 32.3664788, -96.8413541 32.3658774, -96.8411156 32.3656023, -96.8411796 32.3653861, -96.8407957 32.3648014, -96.838765 32.3658201, -96.8388336 32.3660683, -96.8389145 32.3663064, -96.839121 32.3666017, -96.8392557 32.3668149, -96.839704 32.3672596, -96.8405679 32.3668302))",POINT (-96.84014191704713 32.366054741569734)
155,John T. Hickerson Wastewater Treatment Plant,"POLYGON ((-106.5211816 31.7958546, -106.5211137 31.7957559, -106.5211363 31.794317, -106.5212827 31.7938894, -106.5218373 31.7936808, -106.5220468 31.7934936, -106.5229418 31.793507, -106.5231965 31.7936708, -106.5232614 31.7937125, -106.5231224 31.7942533, -106.5231999 31.7942374, -106.5233963 31.7947597, -106.5233214 31.7947818, -106.523354 31.7952734, -106.5232625 31.7954219, -106.5232319 31.7956317, -106.5232537 31.7958923, -106.523341 31.7958947, -106.5233281 31.7961558, -106.5231804 31.7962778, -106.5230979 31.7963207, -106.5229402 31.7963869, -106.5228791 31.796404, -106.5225106 31.7964067, -106.5221906 31.7960788, -106.5219466 31.7958654, -106.5211816 31.7958546))",POINT (-106.52228796897117 31.794890664709186)
156,Plant_313513395,"POLYGON ((-102.5006854 36.0390323, -102.5006925 36.0378548, -102.4996184 36.0379393, -102.4996802 36.0376623, -102.4996088 36.0376286, -102.4991873 36.0376802, -102.4988354 36.0383606, -102.4989083 36.0391775, -102.5006854 36.0390323))",POINT (-102.49975923627971 36.03846823026232)
157,Victoria Regional Wastewater Treatment Plant,"POLYGON ((-97.0024789 28.7556751, -97.0024161 28.7557027, -97.0023232 28.7557154, -97.0022237 28.7557806, -97.0015603 28.7563413, -97.0014714 28.7564425, -97.001417 28.7565576, -97.0013878 28.7566995, -97.0014077 28.7567949, -97.0014701 28.756917, -97.0015408 28.7569855, -97.0026385 28.7579494, -97.0029125 28.7581567, -97.0030757 28.7582044, -97.0032352 28.7582011, -97.0033441 28.7581699, -97.0034642 28.7581041, -97.0053256 28.7564508, -97.0063971 28.7555033, -97.0064365 28.7553914, -97.0064458 28.7553009, -97.0064365 28.7552286, -97.0063727 28.7551085, -97.0059148 28.7546725, -97.005729 28.7545557, -97.0055846 28.7545031, -97.0053988 28.7545047, -97.0052449 28.754559, -97.0045525 28.7549259, -97.0041022 28.7551414, -97.0034886 28.7553667, -97.0026723 28.755579, -97.0024789 28.7556751))",POINT (-97.00385325236957 28.75629494635695)
158,Salatrillo Waste Water Treatment Plant,"POLYGON ((-98.2994934 29.5093305, -98.298971 29.5076029, -98.2983941 29.5070233, -98.2963894 29.5078135, -98.2971824 29.5103358, -98.2974916 29.5102582, -98.2978524 29.5101339, -98.2981022 29.5100253, -98.2994934 29.5093305))",POINT (-98.29793455335889 29.508647067716435)
159,Plant_315906737,"POLYGON ((-95.540411 29.5518609, -95.5398798 29.5518677, -95.5391231 29.5517888, -95.5388511 29.5514958, -95.5388225 29.5514687, -95.5391775 29.5511959, -95.5391154 29.5511396, -95.5392294 29.5510517, -95.5392812 29.5510945, -95.5393278 29.5511103, -95.5393745 29.551099, -95.539447 29.55109, -95.5402244 29.5511824, -95.5405017 29.5513335, -95.540411 29.5518609))",POINT (-95.53971481068947 29.55149137846963)
160,Plant_318302813,"POLYGON ((-95.5248068 30.0026684, -95.5247139 30.0026253, -95.5245766 30.0026234, -95.5243258 30.0027704, -95.5239366 30.0026393, -95.5229745 30.0031598, -95.5238556 30.0043832, -95.525413 30.0035364, -95.5248068 30.0026684))",POINT (-95.52418404304855 30.0034019586985)
161,Plant_323805477,"POLYGON ((-95.0778978 29.8697367, -95.077864 29.8686407, -95.0777994 29.8686419, -95.0777427 29.8686429, -95.077179 29.8686534, -95.0772152 29.8697498, -95.0778978 29.8697367))",POINT (-95.07753896735186 29.869194807346485)
162,Plant_324327349,"POLYGON ((-98.6149067 29.6386041, -98.6135414 29.6365286, -98.6127884 29.6365309, -98.6130971 29.6370833, -98.6136195 29.6377118, -98.6147031 29.6387024, -98.6149067 29.6386041))",POINT (-98.61380753307817 29.63745452113015)
163,Plant_338076106,"POLYGON ((-95.5106564 29.6004516, -95.510636 29.5997958, -95.5093523 29.5998114, -95.509358 29.600735, -95.5108792 29.6007148, -95.5108839 29.6004914, -95.5106564 29.6004516))",POINT (-95.51003570788373 29.600280424926137)
164,Plant_341357124,"POLYGON ((-95.8108398 29.7047849, -95.8097186 29.7057634, -95.810872 29.7067745, -95.8118644 29.7059172, -95.8118376 29.7057774, -95.8117249 29.7055677, -95.8116927 29.7055071, -95.8108398 29.7047849))",POINT (-95.81084818741625 29.705778320011465)
165,Panther Creek Waste Water Treatment Plant,"POLYGON ((-96.8762931 33.1996982, -96.8756907 33.1996963, -96.8716808 33.1996834, -96.8716583 33.2036752, -96.876261 33.203729, -96.8762931 33.1996982))",POINT (-96.87397704178188 33.20169577605788)
166,Plant_344011775,"POLYGON ((-95.1171719 29.7094273, -95.1157235 29.7094739, -95.1154285 29.7096416, -95.1152997 29.7101308, -95.1168608 29.710401, -95.1175635 29.7104663, -95.117526 29.7101122, -95.1172416 29.7100702, -95.1171719 29.7094273))",POINT (-95.11644461741456 29.70992062154105)
167,Plant_350529083,"POLYGON ((-95.6114969 29.9238323, -95.6110889 29.9253687, -95.6104099 29.9252614, -95.6096941 29.9252006, -95.6086821 29.9252109, -95.6086814 29.9251889, -95.60868 29.9251424, -95.6086785 29.9250941, -95.6114969 29.9238323))",POINT (-95.61038228367714 29.924770027766392)
168,Dallas Water Utilities Southside Wastewater Treatment Plant,"POLYGON ((-96.6557815 32.6485078, -96.650546 32.6527827, -96.6501664 32.6529425, -96.6439977 32.6579497, -96.6377974 32.6631164, -96.6348237 32.6608394, -96.6309011 32.6639154, -96.6272631 32.660866, -96.6290505 32.6594012, -96.6247482 32.6557125, -96.6187693 32.6606663, -96.6181524 32.6605731, -96.6183264 32.6586289, -96.6185478 32.656112, -96.6184371 32.6555394, -96.6176304 32.653635, -96.6174406 32.6532222, -96.6173615 32.6525697, -96.6173457 32.65229, -96.6173774 32.6517573, -96.6175039 32.6512512, -96.6179626 32.650066, -96.61888 32.6475622, -96.6191963 32.6467364, -96.6193387 32.646257, -96.6194178 32.6456177, -96.6194494 32.6448852, -96.6192122 32.6436732, -96.6185478 32.6422481, -96.6174406 32.639784, -96.6222016 32.6357216, -96.6265988 32.632205, -96.6299837 32.6336303, -96.6380188 32.6368804, -96.6455161 32.6398906, -96.650372 32.6419417, -96.6512578 32.6425145, -96.6521752 32.6434468, -96.6565407 32.6478419, -96.6557815 32.6485078))",POINT (-96.63412865327385 32.647999300544996)
169,Plant_369599508,"POLYGON ((-98.7158834 29.7894254, -98.7158559 29.7894609, -98.7158316 29.7894923, -98.7149777 29.7905973, -98.7147941 29.7908348, -98.7165223 29.7918657, -98.7173308 29.7908497, -98.717348 29.7908244, -98.7165364 29.7903341, -98.7168176 29.7899724, -98.7158834 29.7894254))",POINT (-98.7160914494737 29.790679194250437)
170,Plant_374310176,"POLYGON ((-95.0919936 29.516365, -95.0902877 29.5177141, -95.0904782 29.5179149, -95.0906429 29.5178937, -95.0907699 29.518023, -95.0907834 29.5182063, -95.0908617 29.5182721, -95.0908054 29.518314, -95.0907483 29.5183638, -95.090837 29.5184468, -95.0909967 29.5185964, -95.0909346 29.5186951, -95.0905619 29.5189748, -95.0906645 29.5191017, -95.0908293 29.5191558, -95.0911021 29.5194402, -95.0915342 29.5191346, -95.0916747 29.5192804, -95.0919448 29.5191158, -95.0920204 29.5192028, -95.0923283 29.5189748, -95.0924309 29.5190618, -95.0931844 29.5184484, -95.0926227 29.5179125, -95.0931304 29.5174918, -95.0931385 29.5174401, -95.0930764 29.5173226, -95.0929981 29.5172403, -95.0931223 29.5171675, -95.0924849 29.5165611, -95.0923202 29.5166762, -95.0919936 29.516365))",POINT (-95.09182327725365 29.517927069762678)
171,Plant_378002599,"POLYGON ((-95.7441141 29.7902644, -95.7431266 29.7902727, -95.7431202 29.791736, -95.7442412 29.7917415, -95.7442364 29.7914301, -95.7441443 29.7911614, -95.744103 29.7909961, -95.7441141 29.7902644))",POINT (-95.74364025744427 29.791024333487183)
172,Plant_378772934,"POLYGON ((-98.2045882 26.2924822, -98.2008487 26.2919483, -98.2020455 26.2853159, -98.2056933 26.2858546, -98.2045882 26.2924822))",POINT (-98.20329080195818 26.28891332778153)
173,Plant_381997506,"POLYGON ((-97.771833 30.315557, -97.77176 30.315588, -97.771597 30.315301, -97.771639 30.315283, -97.771635 30.315275, -97.771678 30.315256, -97.771682 30.315264, -97.771704 30.315255, -97.771681 30.315215, -97.771579 30.315259, -97.771534 30.31518, -97.771532 30.315182, -97.771452 30.315041, -97.771436 30.315047, -97.771399 30.314983, -97.771476 30.31495, -97.771473 30.314945, -97.771517 30.314926, -97.7713775 30.3146795, -97.771165 30.314299, -97.771167 30.314298, -97.771051 30.314095, -97.771101 30.314073, -97.771108 30.314087, -97.771859 30.313766, -97.771884 30.313811, -97.771875 30.313815, -97.771987 30.314012, -97.772076 30.313974, -97.77228 30.314333, -97.77218 30.314376, -97.772277 30.314546, -97.772419 30.314485, -97.772425 30.314497, -97.772465 30.31448, -97.77258 30.314682, -97.772507 30.314713, -97.772531 30.314755, -97.772459 30.314786, -97.772497 30.314854, -97.772584 30.314818, -97.772636 30.314909, -97.772684 30.314889, -97.772725 30.314962, -97.772582 30.315023, -97.772585 30.315027, -97.772563 30.315037, -97.772589 30.315082, -97.772621 30.315068, -97.77265 30.31512, -97.772613 30.315136, -97.772857 30.315564, -97.772868 30.315559, -97.77289 30.315598, -97.772145 30.315917, -97.772146 30.31592, -97.772096 30.315941, -97.771869 30.315541, -97.771833 30.315557))",POINT (-97.77198083182671 30.31485081855644)
174,Pump Station,"POLYGON ((-97.812182 30.273287, -97.812032 30.273215, -97.812153 30.273025, -97.8122124 30.2730535, -97.812322 30.273106, -97.812202 30.273296, -97.812182 30.273287))",POINT (-97.81217713285983 30.273160665849307)
175,Sandy Creek Regional Water Treatment Plant,"POLYGON ((-97.908009 30.480673, -97.908344 30.480288, -97.908506 30.480394, -97.90844 30.480454, -97.908541 30.480508, -97.908412 30.480656, -97.908421 30.480662, -97.908343 30.480752, -97.908332 30.480745, -97.908207 30.480889, -97.907997 30.480752, -97.908006 30.480742, -97.907969 30.480718, -97.908009 30.480673))",POINT (-97.90826503334954 30.480596313077882)
176,Plant_382304532,"POLYGON ((-95.270155 29.7011296, -95.2696025 29.7005425, -95.2691063 29.700009, -95.2688488 29.6997364, -95.2687066 29.6996152, -95.2684974 29.6994358, -95.2673761 29.698244, -95.2658528 29.6966097, -95.2645787 29.6979191, -95.2640674 29.6982635, -95.263816 29.6984372, -95.2635514 29.6986157, -95.2637151 29.6989722, -95.263935 29.6992657, -95.2642139 29.699571, -95.2649274 29.7002746, -95.2655041 29.7009036, -95.2656087 29.7010434, -95.2657401 29.7014069, -95.2658635 29.7019497, -95.2659627 29.7022083, -95.2660566 29.7023784, -95.2674406 29.7025112, -95.2677706 29.7021454, -95.2680602 29.7019707, -95.2690258 29.7016375, -95.2695247 29.7014651, -95.2697339 29.7013766, -95.26997 29.7012415, -95.270155 29.7011296))",POINT (-95.26667539477256 29.699830548302906)
