,WWTP_name,geometry,centroid
250,Plant_550727083,"POLYGON ((-96.369519 30.5651679, -96.3694892 30.5651854, -96.3694676 30.5652102, -96.3694562 30.5652396, -96.3694563 30.5652706, -96.369468 30.5652999, -96.3694898 30.5653246, -96.3695197 30.5653419, -96.3695545 30.5653501, -96.3695917 30.565348, -96.3696261 30.5653355, -96.3696538 30.5653138, -96.3696716 30.5652855, -96.3696775 30.5652538, -96.3696708 30.5652221, -96.3696524 30.5651941, -96.3696243 30.565173, -96.3695896 30.565161, -96.3695536 30.5651595, -96.369519 30.5651679))",POINT (-96.36956608883611 30.5652547202594)
251,Plant_550727096,"POLYGON ((-96.3702323 30.565157, -96.3702257 30.5651709, -96.3702246 30.5651858, -96.3702289 30.5652003, -96.3702382 30.5652129, -96.3702517 30.5652223, -96.3702679 30.5652277, -96.3702853 30.5652284, -96.3703032 30.5652239, -96.3703183 30.5652145, -96.3703289 30.5652013, -96.3703337 30.5651858, -96.3703323 30.5651697, -96.3703246 30.5651551, -96.3703117 30.5651435, -96.3702951 30.5651363, -96.3702765 30.5651343, -96.3702583 30.5651378, -96.3702435 30.5651456, -96.3702323 30.565157))",POINT (-96.37027910909592 30.565181468675124)
252,Plant_550727100,"POLYGON ((-96.3701431 30.5650166, -96.3701366 30.5650305, -96.3701354 30.5650454, -96.3701397 30.5650599, -96.3701491 30.5650725, -96.3701626 30.5650819, -96.3701788 30.5650873, -96.3701962 30.565088, -96.3702141 30.5650835, -96.3702292 30.5650741, -96.3702398 30.5650609, -96.3702446 30.5650454, -96.3702431 30.5650293, -96.3702355 30.5650147, -96.3702226 30.5650031, -96.3702059 30.5649959, -96.3701874 30.5649939, -96.3701692 30.5649974, -96.3701544 30.5650052, -96.3701431 30.5650166))",POINT (-96.37018997233555 30.565041073457177)
253,Cuero Wastewater Treatment Plant,"POLYGON ((-97.2920075 29.0694722, -97.2915863 29.0699423, -97.291404 29.0701333, -97.291294 29.070131, -97.2909453 29.0699505, -97.2908636 29.0699788, -97.290838 29.0699224, -97.2910446 29.0696246, -97.2910204 29.0695332, -97.2913825 29.0690807, -97.2914791 29.068858, -97.2916534 29.0688721, -97.2920558 29.0692167, -97.2920665 29.0693175, -97.2920075 29.0694722))",POINT (-97.2914830366754 29.069515964582283)
254,Goliad Wastewater Treatment Plant,"POLYGON ((-97.396626 28.6633306, -97.3956482 28.6633259, -97.3956492 28.6627366, -97.3966297 28.6627404, -97.396626 28.6633306))",POINT (-97.3961384016763 28.663033227395882)
255,Aloe Field Wastewater Treatment Facility,"POLYGON ((-97.0717244 28.7773152, -97.071542 28.7774187, -97.0709198 28.7773858, -97.0708903 28.7768004, -97.07085 28.7767816, -97.070842 28.7766711, -97.071703 28.7767016, -97.0717244 28.7773152))",POINT (-97.07129991120043 28.777037520187434)
256,Plant_558442857,"POLYGON ((-98.8936306 29.9740602, -98.8931832 29.9731338, -98.8924938 29.973394, -98.8925968 29.9741248, -98.8927897 29.9741885, -98.8936306 29.9740602))",POINT (-98.89300441052231 29.973716325923835)
257,Plant_558817238,"POLYGON ((-95.1440176 29.6647205, -95.1439903 29.6637163, -95.1439551 29.6636417, -95.1438614 29.663601, -95.1420343 29.6632685, -95.1409997 29.6632651, -95.1409646 29.6638011, -95.1409724 29.6641947, -95.1409958 29.6647408, -95.1440176 29.6647205))",POINT (-95.14241138501468 29.664053229713463)
258,Junction WTP,"POLYGON ((-99.7409068 30.497711, -99.7409028 30.4976094, -99.74077 30.4976094, -99.7407714 30.4977099, -99.7409068 30.497711))",POINT (-99.74083787479515 30.497660075313476)
259,Plant_564876043,"POLYGON ((-97.736865 33.7919194, -97.7368552 33.7923541, -97.7380461 33.7923727, -97.7380559 33.791938, -97.736865 33.7919194))",POINT (-97.73745554997885 33.79214603973872)
260,City of Gainesville: Wastewater Treatment Plant,"POLYGON ((-97.1481947 33.6030636, -97.1491978 33.6031038, -97.1498147 33.6044174, -97.1503458 33.6064726, -97.1482054 33.6064726, -97.1482268 33.6059141, -97.1482376 33.6051769, -97.1482376 33.6044755, -97.1482376 33.6037874, -97.1481947 33.6030636))",POINT (-97.14907283523746 33.604972980999946)
261,Plant_568691141,"POLYGON ((-94.1708082 33.1050055, -94.1709262 33.1046819, -94.1712481 33.1047403, -94.1716772 33.1032439, -94.1700679 33.1029339, -94.1693974 33.1047448, -94.1708082 33.1050055))",POINT (-94.17055176795016 33.10397879276018)
262,Plant_569018169,"POLYGON ((-95.6340723 29.6766488, -95.6340571 29.6755959, -95.6322377 29.6756158, -95.6322529 29.6766687, -95.6340723 29.6766488))",POINT (-95.6331550000294 29.67613228667096)
263,Plant_569020844,"POLYGON ((-95.6810175 29.6916466, -95.6809945 29.6915916, -95.681133 29.6915031, -95.680191 29.6905071, -95.6797553 29.690531, -95.6797516 29.691633, -95.6810175 29.6916466))",POINT (-95.68027644833846 29.691172799146088)
264,Plant_569754501,"POLYGON ((-95.5122343 30.0997996, -95.5115718 30.0998006, -95.5115758 30.1003475, -95.5122363 30.1003505, -95.5122343 30.0997996))",POINT (-95.51190495125479 30.100074398635886)
265,Plant_573177586,"POLYGON ((-95.6639023 29.9030636, -95.663249 29.9024643, -95.6623917 29.903185, -95.662288 29.9031925, -95.6621636 29.903128, -95.6621273 29.9031745, -95.6621515 29.9031925, -95.6622206 29.9033273, -95.662027 29.9034876, -95.6628705 29.9039221, -95.6639023 29.9030636))",POINT (-95.66299016163265 29.903226676748794)
266,Plant_573611253,"POLYGON ((-95.6208256 29.9394837, -95.6207886 29.9379318, -95.6198754 29.9379475, -95.6198907 29.938639, -95.620064 29.9387931, -95.6202455 29.9389596, -95.6208256 29.9394837))",POINT (-95.62040423802256 29.938527016728646)
267,Plant_574548407,"POLYGON ((-95.6205756 29.9632868, -95.6208019 29.9631655, -95.6208555 29.9630794, -95.6207391 29.9627123, -95.6201871 29.962829, -95.6204854 29.963263, -95.6205756 29.9632868))",POINT (-95.6205617233137 29.962984220632016)
268,Plant_576340343,"POLYGON ((-96.2682001 29.942486, -96.2687443 29.9419243, -96.2678036 29.9413366, -96.267407 29.9419006, -96.2682001 29.942486))",POINT (-96.26805106808054 29.94191210667715)
269,Plant_579148188,"POLYGON ((-98.4915244 29.6905052, -98.4913179 29.6903729, -98.4912578 29.6904452, -98.4914603 29.6905806, -98.4915244 29.6905052))",POINT (-98.49139097381334 29.69047649300126)
270,Plant_579336851,"POLYGON ((-95.6409336 29.9560216, -95.6408104 29.9558164, -95.6407524 29.9558043, -95.640618 29.9555988, -95.6406426 29.955537, -95.6406133 29.9554883, -95.6401266 29.9556945, -95.6403503 29.9560309, -95.6409336 29.9560216))",POINT (-95.64051471823791 29.955809853831163)
271,Plant_580915998,"POLYGON ((-97.6563275 29.6695367, -97.6569132 29.6682357, -97.6558761 29.6681109, -97.6553793 29.6692144, -97.6554336 29.6692328, -97.6563275 29.6695367))",POINT (-97.65613762181178 29.668777461282133)
272,Hornsby Bend Biosolids Management Plant,"POLYGON ((-97.6531408 30.2249634, -97.651291 30.2268357, -97.6509739 30.2267654, -97.650917 30.2268251, -97.6507625 30.2267408, -97.6505975 30.2267468, -97.6486788 30.2258289, -97.6486166 30.2259243, -97.6474683 30.227686, -97.643532 30.2256724, -97.6446355 30.2239362, -97.6415391 30.2224846, -97.6430626 30.2200866, -97.6418768 30.2195103, -97.6449481 30.2144894, -97.6464503 30.215293, -97.6480255 30.2159641, -97.6505174 30.2168042, -97.6508298 30.2167725, -97.6521594 30.2183829, -97.6522989 30.2185825, -97.6533654 30.2180646, -97.6552583 30.2203272, -97.6560042 30.2216358, -97.6568164 30.2233616, -97.657287 30.2247447, -97.6573717 30.2269292, -97.6531408 30.2249634))",POINT (-97.64900212163067 30.22155877614254)
273,Plant_583259253,"POLYGON ((-96.8820812 29.8968551, -96.881064 29.8955124, -96.8801638 29.8963788, -96.8814609 29.8974481, -96.8820812 29.8968551))",POINT (-96.88115680158243 29.896511145861368)
274,Luling Wastewater Treatment,"POLYGON ((-97.6296905 29.6845581, -97.6290726 29.6854764, -97.6295602 29.6856527, -97.6290423 29.6864788, -97.6287213 29.6863552, -97.6286456 29.6862894, -97.6284821 29.6862394, -97.6283003 29.6861868, -97.6280853 29.6859263, -97.6278582 29.6856921, -97.6275583 29.6854843, -97.6271949 29.6853606, -97.6270738 29.6853264, -97.628055 29.683953, -97.6296905 29.6845581))",POINT (-97.62847954240398 29.685158476579865)
275,Plant_584963444,"POLYGON ((-95.7390435 29.7149773, -95.7382739 29.7151031, -95.7382722 29.7140516, -95.7390477 29.7139257, -95.7390435 29.7149773))",POINT (-95.73865927314395 29.714513750903947)
276,Duck Creek Wastewater Treatment Plant,"POLYGON ((-96.5194667 32.7947778, -96.5191819 32.7947037, -96.5191724 32.7947426, -96.5191132 32.7949133, -96.5190935 32.7949177, -96.5185746 32.7948623, -96.5176875 32.7948102, -96.5152012 32.7947697, -96.5149812 32.7947607, -96.514832 32.7947494, -96.514632 32.7947154, -96.5145669 32.7947033, -96.5143467 32.7947199, -96.5143195 32.7945733, -96.5142431 32.7945508, -96.5141107 32.794473, -96.5139927 32.7943783, -96.5138827 32.7942768, -96.5137714 32.7941494, -96.5136829 32.7940277, -96.5136132 32.7939116, -96.5135595 32.7937853, -96.5135179 32.7936545, -96.5134938 32.7935508, -96.5134777 32.7934167, -96.5134227 32.7923265, -96.5134214 32.7921619, -96.5134281 32.7920379, -96.5134442 32.7919116, -96.5134723 32.7917831, -96.5135314 32.7916241, -96.5135863 32.7914967, -96.5136427 32.7914122, -96.5138452 32.7911653, -96.5139256 32.7910864, -96.5140168 32.7910221, -96.5141281 32.7909657, -96.5146035 32.7907853, -96.5146257 32.7907222, -96.5145994 32.7903162, -96.5146034 32.790201, -96.5146074 32.7900953, -96.5146305 32.7899637, -96.5146603 32.7898385, -96.5147257 32.7895245, -96.5148771 32.7895233, -96.5150183 32.7895073, -96.5158375 32.7895126, -96.5167915 32.7895266, -96.5173702 32.7895279, -96.5185977 32.789552, -96.5189619 32.789559, -96.5192655 32.7895759, -96.5192891 32.7898603, -96.5193105 32.790236, -96.5193194 32.7905816, -96.5193851 32.7922459, -96.5193778 32.79236, -96.5194825 32.7945647, -96.5194667 32.7947778))",POINT (-96.51662489694178 32.79225769533242)
277,Plant_587281128,"POLYGON ((-95.5471812 29.8421322, -95.5487956 29.8440034, -95.5471356 29.8440169, -95.547114 29.8422068, -95.5471812 29.8421322))",POINT (-95.54768288426018 29.843361448619753)
278,Town of Flower Mound - Wastewater Treatment,"POLYGON ((-97.0324517 32.9989777, -97.0314807 32.9990272, -97.0314861 32.9987888, -97.0294744 32.9987303, -97.0294369 32.9963727, -97.0308587 32.9963986, -97.0314163 32.9964087, -97.0314485 32.9965077, -97.0319421 32.9965122, -97.0320923 32.9966382, -97.0322907 32.9966292, -97.0323927 32.9966787, -97.0326748 32.9969556, -97.0326338 32.99873, -97.0326319 32.9988137, -97.0324517 32.9989777))",POINT (-97.03104693770727 32.997653523935234)
279,Plant_607123345,"POLYGON ((-96.0568815 29.5298352, -96.0567562 29.5294846, -96.0573221 29.5293401, -96.05734 29.5293883, -96.0574165 29.5296665, -96.0568815 29.5298352))",POINT (-96.05709048565095 29.529581301499967)
280,Plant_607137781,"POLYGON ((-97.744682 32.0560218, -97.7448892 32.0551978, -97.7449246 32.0551562, -97.7449806 32.0551421, -97.7466019 32.0554874, -97.7464829 32.0559267, -97.7467131 32.055966, -97.7465918 32.0564905, -97.7448108 32.056118, -97.7447394 32.0560889, -97.744682 32.0560218))",POINT (-97.74569563590414 32.05581428959047)
281,Plant_608488019,"POLYGON ((-95.6996476 29.8137923, -95.6995532 29.8137909, -95.6993693 29.8137882, -95.6993727 29.8136155, -95.699651 29.8136195, -95.6996476 29.8137923))",POINT (-95.69951016306403 29.813703861020656)
282,Plant_608488022,"POLYGON ((-95.6994784 29.813831, -95.699515 29.8138293, -95.6995501 29.8138385, -95.6995794 29.8138576, -95.6995995 29.8138842, -95.6996066 29.8139222, -95.6996573 29.8139422, -95.6996356 29.8139906, -95.6995872 29.8139753, -95.6995642 29.813995, -95.6995353 29.8140077, -95.6995035 29.8140123, -95.6994714 29.8140084, -95.6994423 29.8139962, -95.6994188 29.813977, -95.699403 29.8139525, -95.6993965 29.813925, -95.699401 29.8138934, -95.6994177 29.8138651, -95.6994446 29.8138434, -95.6994784 29.813831))",POINT (-95.69951204487195 29.813923685146737)
283,Plant_608488048,"POLYGON ((-95.6995674 29.8145734, -95.6994666 29.8145956, -95.6994003 29.8143893, -95.6994064 29.8143737, -95.6994259 29.8143606, -95.6994757 29.8143525, -95.6994981 29.8143489, -95.6995674 29.8145734))",POINT (-95.69948176847774 29.814471685091917)
284,Plant_611034613,"POLYGON ((-102.547574 32.9482918, -102.5475746 32.9482641, -102.5475644 32.9482377, -102.5475444 32.9482155, -102.547517 32.9482001, -102.547485 32.948193, -102.5474526 32.9481949, -102.5474226 32.9482054, -102.5473983 32.9482235, -102.5473821 32.9482472, -102.5473759 32.9482739, -102.5473818 32.9490602, -102.5473862 32.9490872, -102.5474009 32.949112, -102.5474246 32.9491315, -102.5474544 32.9491434, -102.5474873 32.9491464, -102.5475196 32.9491403, -102.5475477 32.9491257, -102.5475686 32.9491041, -102.5475799 32.9490781, -102.5475805 32.9490503, -102.547574 32.9482918))",POINT (-102.54747815091636 32.94866976706629)
285,San Jacinto River Authority,"POLYGON ((-95.4745375 30.1346079, -95.4748634 30.1346566, -95.475468 30.1348337, -95.476164 30.1349903, -95.4764644 30.1354473, -95.4765173 30.1359752, -95.476528 30.1370005, -95.474544 30.1370181, -95.474544 30.1359511, -95.474546 30.1353925, -95.4732978 30.1353943, -95.4732861 30.1349644, -95.4733378 30.1348069, -95.4745332 30.1348052, -95.4745375 30.1346079))",POINT (-95.47524292854482 30.135810073253676)
286,Plant_630698403,"POLYGON ((-95.1389985 29.7668268, -95.1387692 29.7664088, -95.1392399 29.7662307, -95.1395939 29.7663425, -95.1394598 29.7666522, -95.1389985 29.7668268))",POINT (-95.13918238584604 29.76650368259407)
287,Plant_630698416,"POLYGON ((-95.0960737 29.7201475, -95.0960255 29.7184913, -95.100376 29.7185006, -95.1004243 29.7200031, -95.0972405 29.7200683, -95.0972405 29.7201207, -95.0960737 29.7201475))",POINT (-95.0981871885411 29.71927984638569)
288,Plant_630713132,"POLYGON ((-97.5005635 27.8175643, -97.4993813 27.8172571, -97.4993864 27.8164148, -97.5000375 27.8164035, -97.5000784 27.8152902, -97.5014189 27.8153173, -97.5013729 27.8166271, -97.5005916 27.8166181, -97.5005635 27.8175643))",POINT (-97.50044123105653 27.816339867970136)
289,Plant_630719688,"POLYGON ((-95.2160478 29.5575154, -95.2157089 29.5571059, -95.2164447 29.5567044, -95.2166056 29.5563901, -95.2169748 29.5565232, -95.2168139 29.5568443, -95.2168034 29.5570508, -95.216603 29.5572252, -95.2160478 29.5575154))",POINT (-95.21638421979648 29.556983312274813)
290,Plant_630776102,"POLYGON ((-93.8861936 29.9402789, -93.885912 29.940581, -93.8854051 29.9405531, -93.8851234 29.9408669, -93.8841686 29.9401824, -93.8839808 29.9403846, -93.8833096 29.9399477, -93.884296 29.938929, -93.8861936 29.9402789))",POINT (-93.88471102312477 29.93994655139226)
291,Plant_630776104,"POLYGON ((-93.88349 29.926609, -93.8818672 29.9254629, -93.8838574 29.9233173, -93.8848069 29.9239915, -93.8850389 29.9239543, -93.8854426 29.9242332, -93.8848257 29.9249469, -93.8841109 29.9259499, -93.88349 29.926609))",POINT (-93.88364876962802 29.924951535743045)
292,Plant_632171471,"POLYGON ((-101.3450307 35.7040992, -101.3443816 35.7037638, -101.343711 35.7037507, -101.3429332 35.7033151, -101.3428742 35.7027923, -101.343711 35.7026312, -101.3450146 35.7031495, -101.345315 35.7034545, -101.3453311 35.7036854, -101.3450307 35.7040992))",POINT (-101.34410129678429 35.70330751614905)
293,Waxahachie Water Treatment Plant,"POLYGON ((-96.8472719 32.3703612, -96.8444181 32.371444, -96.844343 32.3690336, -96.8444234 32.3688796, -96.8452388 32.3688433, -96.8452442 32.3681184, -96.8467462 32.3680912, -96.8467355 32.3685205, -96.846824 32.3685205, -96.8468267 32.3697155, -96.8472719 32.3703612))",POINT (-96.84564423146831 32.36968823676443)
294,Broadway Wastewater Treatment,"POLYGON ((-97.4021432 27.8051829, -97.4019823 27.8044331, -97.4016657 27.8042718, -97.4014995 27.8035411, -97.4003461 27.8028127, -97.3990238 27.8045446, -97.3989165 27.8047368, -97.3989084 27.8050927, -97.3990506 27.805738, -97.4021432 27.8051829))",POINT (-97.40044738459997 27.80447090865937)
295,Plant_634222661,"POLYGON ((-95.2980097 29.7547282, -95.2979958 29.7552568, -95.2980226 29.7559926, -95.2981085 29.7563629, -95.2982211 29.7565817, -95.2984437 29.7568216, -95.2986637 29.7569869, -95.3000343 29.7577018, -95.3001872 29.7574619, -95.3002904 29.7575143, -95.3007826 29.7568006, -95.3010991 29.7568821, -95.3013499 29.7568018, -95.301594 29.756775, -95.3018501 29.7568041, -95.3021237 29.7568507, -95.3023464 29.7569392, -95.3028439 29.757193, -95.3031228 29.7572104, -95.3034528 29.7571976, -95.3037384 29.7571185, -95.3041126 29.7568891, -95.304624 29.756112, -95.3040083 29.7558854, -95.3038098 29.75562, -95.3033055 29.7548934, -95.3030051 29.7546792, -95.3028227 29.7543485, -95.3025223 29.7542088, -95.302078 29.7535807, -95.3014686 29.7532528, -95.3009365 29.7530218, -95.3001812 29.7531411, -95.2995397 29.7535941, -95.2993359 29.7538828, -95.299071 29.7541348, -95.2991106 29.7543392, -95.2986921 29.7546187, -95.2980097 29.7547282))",POINT (-95.30095424287559 29.7554677894785)
296,Pecan Grove MUD Surface Water Plant,"POLYGON ((-95.7475489 29.644222, -95.7475387 29.6439341, -95.7470921 29.6439461, -95.7471053 29.6443178, -95.7474196 29.6443094, -95.7474166 29.6442255, -95.7475489 29.644222))",POINT (-95.74731037809329 29.644115943262033)
297,Plant_637324680,"POLYGON ((-95.7468972 29.6440992, -95.7469248 29.6440806, -95.7469156 29.644046, -95.7468773 29.6440367, -95.7468528 29.644058, -95.7468574 29.6440899, -95.7468758 29.6440979, -95.7468972 29.6440992))",POINT (-95.74688771915672 29.644069042978966)
298,Plant_637324681,"POLYGON ((-95.7465234 29.6444057, -95.7465453 29.6443912, -95.7465634 29.6443732, -95.746577 29.6443524, -95.7465854 29.6443296, -95.7465884 29.6443058, -95.7465859 29.644282, -95.7465778 29.6442591, -95.7465647 29.6442381, -95.7465469 29.6442198, -95.7465253 29.644205, -95.7465006 29.6441943, -95.746474 29.6441881, -95.7464466 29.6441867, -95.7464193 29.6441902, -95.7463882 29.6442006, -95.7463609 29.6442174, -95.7463391 29.6442394, -95.7463242 29.6442653, -95.746317 29.6442937, -95.7463179 29.6443227, -95.746327 29.6443506, -95.7463436 29.6443758, -95.7463667 29.6443967, -95.7463951 29.6444121, -95.7464268 29.644421, -95.7464602 29.6444229, -95.746493 29.6444177, -95.7465234 29.6444057))",POINT (-95.74645253114112 29.644304795607155)
299,Plant_637324682,"POLYGON ((-95.746187 29.6444239, -95.7462265 29.6444032, -95.7462541 29.6443746, -95.7462699 29.6443399, -95.7462724 29.6443026, -95.7462613 29.6442666, -95.7462378 29.6442354, -95.7462042 29.6442122, -95.7461639 29.6441993, -95.746121 29.6441981, -95.7460798 29.6442087, -95.7460446 29.6442299, -95.7460173 29.6442622, -95.7460041 29.6443006, -95.7460065 29.6443407, -95.7460243 29.6443776, -95.7460554 29.6444072, -95.7460962 29.644426, -95.7461418 29.6444318, -95.746187 29.6444239))",POINT (-95.74613820376186 29.644314426544007)
300,Plant_637324683,"POLYGON ((-95.7463605 29.6440558, -95.7463718 29.6440645, -95.7463857 29.6440694, -95.7464007 29.64407, -95.7464152 29.6440663, -95.7464274 29.6440586, -95.7464357 29.6440484, -95.7464398 29.6440364, -95.7464393 29.6440238, -95.7464343 29.6440121, -95.7464253 29.6440023, -95.7464131 29.6439956, -95.7463991 29.6439925, -95.7463847 29.6439935, -95.7463715 29.6439984, -95.7463603 29.6440071, -95.746353 29.6440186, -95.7463505 29.6440315, -95.7463531 29.6440444, -95.7463605 29.6440558))",POINT (-95.74639537514705 29.64403132593905)
301,Plant_637324684,"POLYGON ((-95.7464639 29.6438798, -95.7464594 29.6436805, -95.7462615 29.6436839, -95.7462661 29.6438832, -95.7464639 29.6438798))",POINT (-95.74636272466688 29.643781829570962)
302,Plant_653062141,"POLYGON ((-97.4658965 25.9275479, -97.4668487 25.9267422, -97.4665939 25.926378, -97.4665241 25.9263635, -97.4664356 25.9262574, -97.4666046 25.9261729, -97.4659609 25.9252852, -97.4655532 25.9247328, -97.4650006 25.9251333, -97.464947 25.925073, -97.4623962 25.9265758, -97.4638527 25.9285948, -97.4641504 25.928947, -97.4642925 25.928935, -97.4652662 25.9282414, -97.4656994 25.9278899, -97.4658965 25.9275479))",POINT (-97.46469800296873 25.9268151223106)
303,Plant_653968350,"POLYGON ((-95.4983696 29.877698, -95.4982626 29.8776877, -95.4957162 29.8774425, -95.4956709 29.8769701, -95.4977341 29.8769681, -95.4977579 29.8769937, -95.4978144 29.8770562, -95.4979418 29.8770554, -95.4980471 29.8770482, -95.4983554 29.8770173, -95.4983696 29.877698))",POINT (-95.49709834391332 29.877280763501943)
304,Plant_654731136,"POLYGON ((-95.6263202 29.6917533, -95.6263309 29.6906512, -95.6261726 29.6906512, -95.6261056 29.6906931, -95.6260037 29.6907234, -95.6259366 29.6907304, -95.6258508 29.6907327, -95.6251561 29.6907327, -95.6251507 29.6917579, -95.6263202 29.6917533))",POINT (-95.62574635737107 29.691234892385488)
305,Hollywood Road Water Reclamation Facility,"POLYGON ((-101.7951996 35.1076786, -101.7952338 35.1048558, -101.7941784 35.1048473, -101.7941815 35.1045892, -101.7936713 35.104585, -101.7936937 35.102735, -101.7920989 35.102722, -101.7920741 35.1047658, -101.7912509 35.1047591, -101.7912376 35.105859, -101.7914304 35.1058605, -101.7914096 35.1075812, -101.7938393 35.1076009, -101.7940861 35.1076777, -101.7951996 35.1076786))",POINT (-101.79319790858577 35.10562242085154)
306,Water Treatment Plant,"POLYGON ((-94.9786672 33.1790765, -94.9788174 33.1785153, -94.978881 33.1768293, -94.9788871 33.1766677, -94.9766126 33.1773749, -94.9755907 33.1783177, -94.9756602 33.1783349, -94.9767209 33.1785965, -94.9784951 33.1790341, -94.9786672 33.1790765))",POINT (-94.97763733514665 33.177935046552996)
307,Port Isabel Wastewater Treatment Facility,"POLYGON ((-97.2221766 26.064192, -97.222358 26.0642202, -97.2225529 26.0632304, -97.2230343 26.0633033, -97.2231124 26.0628561, -97.2235747 26.0629262, -97.2236338 26.0624697, -97.2236616 26.0622546, -97.222602 26.0620932, -97.2225037 26.0624909, -97.2208628 26.0622563, -97.2207798 26.0626134, -97.2206694 26.0625934, -97.2204277 26.0639414, -97.2221766 26.064192))",POINT (-97.22188132573004 26.06310707356109)
308,Plant_669798588,"POLYGON ((-95.0425626 29.7916594, -95.0422268 29.7909695, -95.0424794 29.7908866, -95.0425503 29.7908706, -95.0425927 29.7908669, -95.042665 29.7908786, -95.0427136 29.7908947, -95.042803 29.7909733, -95.0428892 29.7909428, -95.0430525 29.7912824, -95.0429622 29.791318, -95.0429775 29.7913647, -95.0429723 29.7914267, -95.0429549 29.7914702, -95.04292 29.7915177, -95.0428307 29.7915685, -95.0425626 29.7916594))",POINT (-95.042654279554 29.791226744668716)
309,Plant_669798589,"POLYGON ((-95.0435704 29.7911026, -95.0434545 29.7911414, -95.0433508 29.7911044, -95.043298 29.7911943, -95.0431821 29.791242, -95.0430703 29.7912049, -95.0430093 29.7910991, -95.0430622 29.7909897, -95.0430317 29.7909227, -95.0434139 29.7907727, -95.0434545 29.7908468, -95.0435683 29.7908909, -95.0436273 29.7909915, -95.0435704 29.7911026))",POINT (-95.04330253908473 29.791011043862763)
310,Plant_676293348,"POLYGON ((-95.203567 32.5778313, -95.2033895 32.5778121, -95.202096 32.5776715, -95.202087 32.5780892, -95.2027742 32.5786336, -95.2027724 32.5788221, -95.2035921 32.5788432, -95.2036082 32.5787588, -95.203703 32.5787527, -95.203567 32.5778313))",POINT (-95.2029571508619 32.578232295352834)
311,Vince Bayou Wastewater Treatment Plant,"POLYGON ((-95.2107382 29.7160011, -95.2105826 29.7153558, -95.21036 29.7150553, -95.2099979 29.7148853, -95.2093837 29.7148736, -95.207997 29.7148829, -95.2079916 29.71482, -95.2066827 29.7148247, -95.2060229 29.7145801, -95.206055 29.7157146, -95.2062857 29.7157169, -95.2062924 29.7158017, -95.2063053 29.716275, -95.2075544 29.7162713, -95.2076188 29.715845, -95.2095312 29.7158217, -95.2098665 29.7160337, -95.2107382 29.7160011))",POINT (-95.20815246330042 29.7154386918273)
312,Plant_678272543,"POLYGON ((-95.5659231 29.8628594, -95.5659258 29.8624244, -95.5652177 29.8624523, -95.5650058 29.8624895, -95.5650219 29.8628687, -95.5659231 29.8628594))",POINT (-95.5654768086212 29.86265386956404)
313,Plant_678280660,"POLYGON ((-95.5117602 29.8782577, -95.5127716 29.8782363, -95.5127911 29.8797042, -95.5117735 29.8797067, -95.5117602 29.8782577))",POINT (-95.51227520773487 29.87897691475244)
314,Plant_678414861,"POLYGON ((-95.4461127 29.9103888, -95.4457801 29.9103888, -95.4457825 29.9104355, -95.4448819 29.9104347, -95.4448756 29.9101983, -95.4451918 29.9101968, -95.4451929 29.9094426, -95.4457801 29.9099052, -95.4458149 29.9099865, -95.44611 29.9101493, -95.44611 29.9102958, -95.4461663 29.9103399, -95.4461407 29.9103588, -95.4461127 29.9103888))",POINT (-95.44549178801738 29.910106241573978)
315,Plant_678414863,"POLYGON ((-95.4492294 29.9135716, -95.4492723 29.9135716, -95.4495459 29.9135716, -95.4495888 29.9133042, -95.4494991 29.913224, -95.4492562 29.9130066, -95.4490497 29.9130113, -95.4489933 29.9130485, -95.4487206 29.9130554, -95.448725 29.9134299, -95.4491945 29.9134112, -95.4492294 29.9134507, -95.4492294 29.9135716))",POINT (-95.44915281018879 29.913276901500904)
316,Lubbock Northwest Water Reclamation Plant,"POLYGON ((-101.9242173 33.6397307, -101.9272701 33.6397234, -101.927268 33.6368825, -101.9242075 33.6369159, -101.9242173 33.6397307))",POINT (-101.92574307012879 33.638312490055874)
317,Plant_682526730,"POLYGON ((-95.7104843 29.9202187, -95.7104789 29.9187209, -95.7094773 29.9187238, -95.7085115 29.9194704, -95.7085366 29.9204696, -95.7085759 29.9204706, -95.7087221 29.9204744, -95.7090172 29.920221, -95.7104843 29.9202187))",POINT (-95.70956395307019 29.91956531210615)
318,Plant_686206136,"POLYGON ((-97.8469549 33.5334307, -97.8484279 33.5322149, -97.8492513 33.5330041, -97.8493184 33.5334021, -97.8495786 33.5333708, -97.850064 33.5327537, -97.8502893 33.5328901, -97.8508982 33.532823, -97.850984 33.532548, -97.8516305 33.5325592, -97.852006 33.5329728, -97.851271 33.5338694, -97.8507185 33.5347413, -97.849246 33.5342159, -97.8485996 33.5346742, -97.8469549 33.5334307))",POINT (-97.84949270307669 33.533523516321516)
319,Water filtration and pumps,"POLYGON ((-98.7018895 29.4523733, -98.7015533 29.4521178, -98.7014186 29.4522522, -98.7014594 29.4522832, -98.7013982 29.4523443, -98.7016936 29.4525688, -98.7018895 29.4523733))",POINT (-98.70163192284838 29.45234506006428)
