plant_name,node,coordinates
Pleasant Grove Wastewater Treatment Plant,0,"(-121.378191, 38.791869)"
Pleasant Grove Wastewater Treatment Plant,1,"(-121.3782042, 38.7919274)"
Pleasant Grove Wastewater Treatment Plant,2,"(-121.3782179, 38.7919877)"
Pleasant Grove Wastewater Treatment Plant,3,"(-121.3781137, 38.7920717)"
Pleasant Grove Wastewater Treatment Plant,4,"(-121.3779848, 38.7921365)"
Pleasant Grove Wastewater Treatment Plant,5,"(-121.3779286, 38.7921374)"
Pleasant Grove Wastewater Treatment Plant,6,"(-121.3778817, 38.7921137)"
Pleasant Grove Wastewater Treatment Plant,7,"(-121.3777623, 38.7920334)"
Pleasant Grove Wastewater Treatment Plant,8,"(-121.3776756, 38.7919457)"
Pleasant Grove Wastewater Treatment Plant,9,"(-121.3776627, 38.7918946)"
Pleasant Grove Wastewater Treatment Plant,10,"(-121.3776662, 38.7918307)"
Pleasant Grove Wastewater Treatment Plant,11,"(-121.3776943, 38.7917714)"
Pleasant Grove Wastewater Treatment Plant,12,"(-121.3777201, 38.7917385)"
Pleasant Grove Wastewater Treatment Plant,13,"(-121.3777599, 38.7917074)"
Pleasant Grove Wastewater Treatment Plant,14,"(-121.3777951, 38.7916892)"
Pleasant Grove Wastewater Treatment Plant,15,"(-121.3778899, 38.7916636)"
Pleasant Grove Wastewater Treatment Plant,16,"(-121.3779134, 38.7916883)"
Pleasant Grove Wastewater Treatment Plant,17,"(-121.3779403, 38.7916928)"
Pleasant Grove Wastewater Treatment Plant,18,"(-121.3781101, 38.7918471)"
Pleasant Grove Wastewater Treatment Plant,19,"(-121.378191, 38.791869)"
Sewer Plant #3,0,"(-119.0744956, 35.2743227)"
Sewer Plant #3,1,"(-119.0780485, 35.2743372)"
Sewer Plant #3,2,"(-119.0795292, 35.2743363)"
Sewer Plant #3,3,"(-119.0795187, 35.2718714)"
Sewer Plant #3,4,"(-119.0796108, 35.2717953)"
Sewer Plant #3,5,"(-119.0889389, 35.2717661)"
Sewer Plant #3,6,"(-119.092001, 35.2717565)"
Sewer Plant #3,7,"(-119.0920569, 35.2816063)"
Sewer Plant #3,8,"(-119.0745225, 35.2815155)"
Sewer Plant #3,9,"(-119.0745038, 35.276845)"
Sewer Plant #3,10,"(-119.0744956, 35.2743227)"
Sewer Plant #2,0,"(-118.9675426, 35.3252433)"
Sewer Plant #2,1,"(-118.9764622, 35.32518)"
Sewer Plant #2,2,"(-118.976446, 35.3323679)"
Sewer Plant #2,3,"(-118.9786985, 35.332418)"
Sewer Plant #2,4,"(-118.9786575, 35.3359094)"
Sewer Plant #2,5,"(-118.9765279, 35.3358927)"
Sewer Plant #2,6,"(-118.9765031, 35.3392691)"
Sewer Plant #2,7,"(-118.976501, 35.339557)"
Sewer Plant #2,8,"(-118.9588694, 35.3396028)"
Sewer Plant #2,9,"(-118.9590244, 35.3311942)"
Sewer Plant #2,10,"(-118.9589561, 35.3253094)"
Sewer Plant #2,11,"(-118.9675426, 35.3252433)"
Los Alisos Water Reclamation Plant,0,"(-117.7164103, 33.635555)"
Los Alisos Water Reclamation Plant,1,"(-117.7174975, 33.6359646)"
Los Alisos Water Reclamation Plant,2,"(-117.7174217, 33.6360588)"
Los Alisos Water Reclamation Plant,3,"(-117.7173992, 33.6360943)"
Los Alisos Water Reclamation Plant,4,"(-117.7173914, 33.6361134)"
Los Alisos Water Reclamation Plant,5,"(-117.7173831, 33.6361527)"
Los Alisos Water Reclamation Plant,6,"(-117.7173849, 33.6361932)"
Los Alisos Water Reclamation Plant,7,"(-117.7173895, 33.636213)"
Los Alisos Water Reclamation Plant,8,"(-117.7173995, 33.6362386)"
Los Alisos Water Reclamation Plant,9,"(-117.7174222, 33.6362741)"
Los Alisos Water Reclamation Plant,10,"(-117.7174532, 33.6363049)"
Los Alisos Water Reclamation Plant,11,"(-117.7174912, 33.6363295)"
Los Alisos Water Reclamation Plant,12,"(-117.7175282, 33.6363451)"
Los Alisos Water Reclamation Plant,13,"(-117.7176809, 33.6363955)"
Los Alisos Water Reclamation Plant,14,"(-117.7181528, 33.6365956)"
Los Alisos Water Reclamation Plant,15,"(-117.7184182, 33.6366863)"
Los Alisos Water Reclamation Plant,16,"(-117.7184334, 33.6366935)"
Los Alisos Water Reclamation Plant,17,"(-117.7184482, 33.6367085)"
Los Alisos Water Reclamation Plant,18,"(-117.7184544, 33.6367272)"
Los Alisos Water Reclamation Plant,19,"(-117.7184515, 33.6367451)"
Los Alisos Water Reclamation Plant,20,"(-117.7184337, 33.6367892)"
Los Alisos Water Reclamation Plant,21,"(-117.7183481, 33.6369682)"
Los Alisos Water Reclamation Plant,22,"(-117.7182407, 33.6371387)"
Los Alisos Water Reclamation Plant,23,"(-117.7181126, 33.6372988)"
Los Alisos Water Reclamation Plant,24,"(-117.7180888, 33.6373249)"
Los Alisos Water Reclamation Plant,25,"(-117.7179383, 33.6374709)"
Los Alisos Water Reclamation Plant,26,"(-117.7177704, 33.6376028)"
Los Alisos Water Reclamation Plant,27,"(-117.7175868, 33.6377194)"
Los Alisos Water Reclamation Plant,28,"(-117.7174243, 33.6378034)"
Los Alisos Water Reclamation Plant,29,"(-117.7173959, 33.6378151)"
Los Alisos Water Reclamation Plant,30,"(-117.7173662, 33.6378243)"
Los Alisos Water Reclamation Plant,31,"(-117.7173356, 33.6378308)"
Los Alisos Water Reclamation Plant,32,"(-117.7172796, 33.6378356)"
Los Alisos Water Reclamation Plant,33,"(-117.7171153, 33.6378369)"
Los Alisos Water Reclamation Plant,34,"(-117.717084, 33.63784)"
Los Alisos Water Reclamation Plant,35,"(-117.717054, 33.6378484)"
Los Alisos Water Reclamation Plant,36,"(-117.7170268, 33.6378619)"
Los Alisos Water Reclamation Plant,37,"(-117.7169986, 33.6378848)"
Los Alisos Water Reclamation Plant,38,"(-117.7168704, 33.6378)"
Los Alisos Water Reclamation Plant,39,"(-117.7156691, 33.6390668)"
Los Alisos Water Reclamation Plant,40,"(-117.7148221, 33.6385044)"
Los Alisos Water Reclamation Plant,41,"(-117.7143097, 33.6381608)"
Los Alisos Water Reclamation Plant,42,"(-117.7123818, 33.636868)"
Los Alisos Water Reclamation Plant,43,"(-117.713815, 33.6369069)"
Los Alisos Water Reclamation Plant,44,"(-117.7156818, 33.6368864)"
Los Alisos Water Reclamation Plant,45,"(-117.7157682, 33.6367411)"
Los Alisos Water Reclamation Plant,46,"(-117.7164103, 33.635555)"
Fresno Clovis Regional Waste Water Treatment Plant,0,"(-119.9127492, 36.7061639)"
Fresno Clovis Regional Waste Water Treatment Plant,1,"(-119.9073943, 36.7061652)"
Fresno Clovis Regional Waste Water Treatment Plant,2,"(-119.8984794, 36.7061669)"
Fresno Clovis Regional Waste Water Treatment Plant,3,"(-119.8895893, 36.7061751)"
Fresno Clovis Regional Waste Water Treatment Plant,4,"(-119.889496, 36.6992158)"
Fresno Clovis Regional Waste Water Treatment Plant,5,"(-119.889555, 36.6989319)"
Fresno Clovis Regional Waste Water Treatment Plant,6,"(-119.8895505, 36.692954)"
Fresno Clovis Regional Waste Water Treatment Plant,7,"(-119.8896106, 36.6928462)"
Fresno Clovis Regional Waste Water Treatment Plant,8,"(-119.889416, 36.6926475)"
Fresno Clovis Regional Waste Water Treatment Plant,9,"(-119.8891222, 36.6928859)"
Fresno Clovis Regional Waste Water Treatment Plant,10,"(-119.8891187, 36.6919891)"
Fresno Clovis Regional Waste Water Treatment Plant,11,"(-119.8895926, 36.6919834)"
Fresno Clovis Regional Waste Water Treatment Plant,12,"(-119.8895477, 36.6846189)"
Fresno Clovis Regional Waste Water Treatment Plant,13,"(-119.8895413, 36.6774391)"
Fresno Clovis Regional Waste Water Treatment Plant,14,"(-119.9075682, 36.6774139)"
Fresno Clovis Regional Waste Water Treatment Plant,15,"(-119.9075529, 36.6845504)"
Fresno Clovis Regional Waste Water Treatment Plant,16,"(-119.9166051, 36.6845148)"
Fresno Clovis Regional Waste Water Treatment Plant,17,"(-119.9166184, 36.6917452)"
Fresno Clovis Regional Waste Water Treatment Plant,18,"(-119.9341973, 36.6917569)"
Fresno Clovis Regional Waste Water Treatment Plant,19,"(-119.9342613, 36.6918122)"
Fresno Clovis Regional Waste Water Treatment Plant,20,"(-119.9341196, 36.7025116)"
Fresno Clovis Regional Waste Water Treatment Plant,21,"(-119.9341716, 36.7059755)"
Fresno Clovis Regional Waste Water Treatment Plant,22,"(-119.9328059, 36.7059853)"
Fresno Clovis Regional Waste Water Treatment Plant,23,"(-119.9318449, 36.7059939)"
Fresno Clovis Regional Waste Water Treatment Plant,24,"(-119.929751, 36.7060349)"
Fresno Clovis Regional Waste Water Treatment Plant,25,"(-119.9275095, 36.7060518)"
Fresno Clovis Regional Waste Water Treatment Plant,26,"(-119.9252681, 36.7060686)"
Fresno Clovis Regional Waste Water Treatment Plant,27,"(-119.9163094, 36.7061355)"
Fresno Clovis Regional Waste Water Treatment Plant,28,"(-119.9162046, 36.7062179)"
Fresno Clovis Regional Waste Water Treatment Plant,29,"(-119.9127487, 36.7062189)"
Fresno Clovis Regional Waste Water Treatment Plant,30,"(-119.9127492, 36.7061639)"
Pismo Wastewater Treatment,0,"(-120.633339, 35.1423866)"
Pismo Wastewater Treatment,1,"(-120.6329539, 35.1423349)"
Pismo Wastewater Treatment,2,"(-120.6329421, 35.1412272)"
Pismo Wastewater Treatment,3,"(-120.6339297, 35.1402891)"
Pismo Wastewater Treatment,4,"(-120.6347611, 35.1408383)"
Pismo Wastewater Treatment,5,"(-120.6341188, 35.1417032)"
Pismo Wastewater Treatment,6,"(-120.6338452, 35.1420322)"
Pismo Wastewater Treatment,7,"(-120.633339, 35.1423866)"
Tejon Reservoir Number Two,0,"(-118.714958, 35.0203745)"
Tejon Reservoir Number Two,1,"(-118.7150448, 35.0203801)"
Tejon Reservoir Number Two,2,"(-118.7151651, 35.0204075)"
Tejon Reservoir Number Two,3,"(-118.7152786, 35.0204075)"
Tejon Reservoir Number Two,4,"(-118.7154723, 35.020347)"
Tejon Reservoir Number Two,5,"(-118.7157195, 35.0203249)"
Tejon Reservoir Number Two,6,"(-118.7158664, 35.0203414)"
Tejon Reservoir Number Two,7,"(-118.7159534, 35.0203633)"
Tejon Reservoir Number Two,8,"(-118.716107, 35.0204237)"
Tejon Reservoir Number Two,9,"(-118.7162139, 35.0204897)"
Tejon Reservoir Number Two,10,"(-118.7163208, 35.0205831)"
Tejon Reservoir Number Two,11,"(-118.716381, 35.0206709)"
Tejon Reservoir Number Two,12,"(-118.7165079, 35.0207644)"
Tejon Reservoir Number Two,13,"(-118.7166215, 35.0208083)"
Tejon Reservoir Number Two,14,"(-118.7167751, 35.0208248)"
Tejon Reservoir Number Two,15,"(-118.7169354, 35.0207973)"
Tejon Reservoir Number Two,16,"(-118.7173228, 35.0207697)"
Tejon Reservoir Number Two,17,"(-118.7176636, 35.0207586)"
Tejon Reservoir Number Two,18,"(-118.7178239, 35.020775)"
Tejon Reservoir Number Two,19,"(-118.7181379, 35.0207694)"
Tejon Reservoir Number Two,20,"(-118.7182782, 35.0207364)"
Tejon Reservoir Number Two,21,"(-118.7184518, 35.020643)"
Tejon Reservoir Number Two,22,"(-118.7185052, 35.020588)"
Tejon Reservoir Number Two,23,"(-118.7186321, 35.0205111)"
Tejon Reservoir Number Two,24,"(-118.7187657, 35.0204671)"
Tejon Reservoir Number Two,25,"(-118.7188726, 35.020456)"
Tejon Reservoir Number Two,26,"(-118.7190196, 35.0204725)"
Tejon Reservoir Number Two,27,"(-118.7191999, 35.0205439)"
Tejon Reservoir Number Two,28,"(-118.7194271, 35.0205933)"
Tejon Reservoir Number Two,29,"(-118.7196876, 35.0206426)"
Tejon Reservoir Number Two,30,"(-118.7197811, 35.0206371)"
Tejon Reservoir Number Two,31,"(-118.7199014, 35.0205876)"
Tejon Reservoir Number Two,32,"(-118.7199615, 35.0205327)"
Tejon Reservoir Number Two,33,"(-118.7200016, 35.0204667)"
Tejon Reservoir Number Two,34,"(-118.7200149, 35.0204173)"
Tejon Reservoir Number Two,35,"(-118.7200081, 35.0203348)"
Tejon Reservoir Number Two,36,"(-118.7200348, 35.0203073)"
Tejon Reservoir Number Two,37,"(-118.7200749, 35.0203073)"
Tejon Reservoir Number Two,38,"(-118.7201084, 35.0202963)"
Tejon Reservoir Number Two,39,"(-118.7201351, 35.0205491)"
Tejon Reservoir Number Two,40,"(-118.7201286, 35.0207634)"
Tejon Reservoir Number Two,41,"(-118.7200886, 35.0211755)"
Tejon Reservoir Number Two,42,"(-118.7201154, 35.0213184)"
Tejon Reservoir Number Two,43,"(-118.7201622, 35.0213789)"
Tejon Reservoir Number Two,44,"(-118.7202624, 35.0214668)"
Tejon Reservoir Number Two,45,"(-118.7203293, 35.0214998)"
Tejon Reservoir Number Two,46,"(-118.7205029, 35.0215107)"
Tejon Reservoir Number Two,47,"(-118.7206098, 35.0215436)"
Tejon Reservoir Number Two,48,"(-118.7206766, 35.021615)"
Tejon Reservoir Number Two,49,"(-118.7206967, 35.021648)"
Tejon Reservoir Number Two,50,"(-118.7207102, 35.0217304)"
Tejon Reservoir Number Two,51,"(-118.72061, 35.0218349)"
Tejon Reservoir Number Two,52,"(-118.7205833, 35.0218788)"
Tejon Reservoir Number Two,53,"(-118.7205766, 35.0219448)"
Tejon Reservoir Number Two,54,"(-118.72061, 35.0220657)"
Tejon Reservoir Number Two,55,"(-118.7207504, 35.0221646)"
Tejon Reservoir Number Two,56,"(-118.7207771, 35.0222085)"
Tejon Reservoir Number Two,57,"(-118.7203902, 35.0234011)"
Tejon Reservoir Number Two,58,"(-118.7201163, 35.0235221)"
Tejon Reservoir Number Two,59,"(-118.719936, 35.0236155)"
Tejon Reservoir Number Two,60,"(-118.7194484, 35.023874)"
Tejon Reservoir Number Two,61,"(-118.7193081, 35.0237916)"
Tejon Reservoir Number Two,62,"(-118.7190609, 35.0237037)"
Tejon Reservoir Number Two,63,"(-118.7188671, 35.0236708)"
Tejon Reservoir Number Two,64,"(-118.7186534, 35.0236709)"
Tejon Reservoir Number Two,65,"(-118.7184463, 35.0237039)"
Tejon Reservoir Number Two,66,"(-118.7183327, 35.0237369)"
Tejon Reservoir Number Two,67,"(-118.7181524, 35.0238193)"
Tejon Reservoir Number Two,68,"(-118.717972, 35.0239348)"
Tejon Reservoir Number Two,69,"(-118.7178251, 35.0239788)"
Tejon Reservoir Number Two,70,"(-118.717745, 35.0239788)"
Tejon Reservoir Number Two,71,"(-118.7176515, 35.0239624)"
Tejon Reservoir Number Two,72,"(-118.7173641, 35.0238416)"
Tejon Reservoir Number Two,73,"(-118.7172172, 35.0238251)"
Tejon Reservoir Number Two,74,"(-118.717157, 35.0238306)"
Tejon Reservoir Number Two,75,"(-118.7168631, 35.0237482)"
Tejon Reservoir Number Two,76,"(-118.7165958, 35.0236933)"
Tejon Reservoir Number Two,77,"(-118.7165156, 35.0236879)"
Tejon Reservoir Number Two,78,"(-118.7163553, 35.0237154)"
Tejon Reservoir Number Two,79,"(-118.7162818, 35.0236989)"
Tejon Reservoir Number Two,80,"(-118.716175, 35.023699)"
Tejon Reservoir Number Two,81,"(-118.7161348, 35.0236825)"
Tejon Reservoir Number Two,82,"(-118.7161015, 35.0236605)"
Tejon Reservoir Number Two,83,"(-118.715901, 35.0233858)"
Tejon Reservoir Number Two,84,"(-118.7158474, 35.0233034)"
Tejon Reservoir Number Two,85,"(-118.7158006, 35.0231934)"
Tejon Reservoir Number Two,86,"(-118.715794, 35.0231165)"
Tejon Reservoir Number Two,87,"(-118.7159141, 35.0228692)"
Tejon Reservoir Number Two,88,"(-118.7159542, 35.0227043)"
Tejon Reservoir Number Two,89,"(-118.7159474, 35.0226604)"
Tejon Reservoir Number Two,90,"(-118.7158405, 35.0225835)"
Tejon Reservoir Number Two,91,"(-118.7158072, 35.022578)"
Tejon Reservoir Number Two,92,"(-118.7157336, 35.0225286)"
Tejon Reservoir Number Two,93,"(-118.7157069, 35.0224846)"
Tejon Reservoir Number Two,94,"(-118.7156935, 35.0224132)"
Tejon Reservoir Number Two,95,"(-118.715473, 35.0221989)"
Tejon Reservoir Number Two,96,"(-118.7152792, 35.0220616)"
Tejon Reservoir Number Two,97,"(-118.7151856, 35.0219681)"
Tejon Reservoir Number Two,98,"(-118.7150854, 35.0218473)"
Tejon Reservoir Number Two,99,"(-118.7150252, 35.0217264)"
Tejon Reservoir Number Two,100,"(-118.7150052, 35.021622)"
Tejon Reservoir Number Two,101,"(-118.7150118, 35.0215121)"
Tejon Reservoir Number Two,102,"(-118.7150519, 35.0213912)"
Tejon Reservoir Number Two,103,"(-118.7150985, 35.0213473)"
Tejon Reservoir Number Two,104,"(-118.715112, 35.0212757)"
Tejon Reservoir Number Two,105,"(-118.7152053, 35.021034)"
Tejon Reservoir Number Two,106,"(-118.7151585, 35.0209076)"
Tejon Reservoir Number Two,107,"(-118.7151251, 35.0206987)"
Tejon Reservoir Number Two,108,"(-118.7150916, 35.0206218)"
Tejon Reservoir Number Two,109,"(-118.7149379, 35.0204625)"
Tejon Reservoir Number Two,110,"(-118.7149246, 35.020424)"
Tejon Reservoir Number Two,111,"(-118.714958, 35.0203745)"
Tejon Reservoir Number One,0,"(-118.7462447, 35.0348762)"
Tejon Reservoir Number One,1,"(-118.7465722, 35.034986)"
Tejon Reservoir Number One,2,"(-118.7466057, 35.035008)"
Tejon Reservoir Number One,3,"(-118.7466324, 35.035063)"
Tejon Reservoir Number One,4,"(-118.7465857, 35.0351893)"
Tejon Reservoir Number One,5,"(-118.7462588, 35.035717)"
Tejon Reservoir Number One,6,"(-118.7462321, 35.0357446)"
Tejon Reservoir Number One,7,"(-118.7461518, 35.035739)"
Tejon Reservoir Number One,8,"(-118.7460048, 35.0356677)"
Tejon Reservoir Number One,9,"(-118.7458443, 35.0355634)"
Tejon Reservoir Number One,10,"(-118.745042, 35.0347779)"
Tejon Reservoir Number One,11,"(-118.7450086, 35.0346901)"
Tejon Reservoir Number One,12,"(-118.7450219, 35.0345802)"
Tejon Reservoir Number One,13,"(-118.7450753, 35.0345361)"
Tejon Reservoir Number One,14,"(-118.7451889, 35.0345031)"
Tejon Reservoir Number One,15,"(-118.7452489, 35.0344976)"
Tejon Reservoir Number One,16,"(-118.7454562, 35.034569)"
Tejon Reservoir Number One,17,"(-118.7456031, 35.0346018)"
Tejon Reservoir Number One,18,"(-118.7462447, 35.0348762)"
61/60,0,"(-119.929848, 36.6957486)"
61/60,1,"(-119.9333158, 36.6956019)"
61/60,2,"(-119.9334399, 36.6956795)"
61/60,3,"(-119.9333756, 36.6986595)"
61/60,4,"(-119.9332461, 36.698778)"
61/60,5,"(-119.9298289, 36.698819)"
61/60,6,"(-119.92972, 36.6986891)"
61/60,7,"(-119.9297045, 36.6958944)"
61/60,8,"(-119.929848, 36.6957486)"
93,0,"(-119.9122978, 36.6847496)"
93,1,"(-119.9163313, 36.6846982)"
93,2,"(-119.9163417, 36.6859859)"
93,3,"(-119.912428, 36.6859881)"
93,4,"(-119.9122978, 36.6847496)"
5/4,0,"(-119.9020276, 36.7011543)"
5/4,1,"(-119.9020338, 36.705796)"
5/4,2,"(-119.899273, 36.7057849)"
5/4,3,"(-119.8989838, 36.7055193)"
5/4,4,"(-119.8989682, 36.7042324)"
5/4,5,"(-119.8989088, 36.7038048)"
5/4,6,"(-119.8988583, 36.7033681)"
5/4,7,"(-119.8988352, 36.7012532)"
5/4,8,"(-119.8989484, 36.7011531)"
5/4,9,"(-119.8995197, 36.7011684)"
5/4,10,"(-119.9020276, 36.7011543)"
53/52,0,"(-119.9298639, 36.6992207)"
53/52,1,"(-119.9334301, 36.6991528)"
53/52,2,"(-119.9334173, 36.7024018)"
53/52,3,"(-119.9297995, 36.7023863)"
53/52,4,"(-119.9298639, 36.6992207)"
72/73,0,"(-119.898421, 36.688272)"
72/73,1,"(-119.8984254, 36.6916619)"
72/73,2,"(-119.8943094, 36.6916655)"
72/73,3,"(-119.8943044, 36.6882801)"
72/73,4,"(-119.8965814, 36.6882778)"
72/73,5,"(-119.8968054, 36.6885037)"
72/73,6,"(-119.897027, 36.6884952)"
72/73,7,"(-119.8972675, 36.6882729)"
72/73,8,"(-119.898421, 36.688272)"
33/32,0,"(-119.9050659, 36.6952325)"
33/32,1,"(-119.9050885, 36.692539)"
33/32,2,"(-119.9052741, 36.6923854)"
33/32,3,"(-119.9103408, 36.6923368)"
33/32,4,"(-119.9105398, 36.692613)"
33/32,5,"(-119.9108397, 36.6927618)"
33/32,6,"(-119.9108745, 36.6930965)"
33/32,7,"(-119.9107222, 36.6938264)"
33/32,8,"(-119.910492, 36.694014)"
33/32,9,"(-119.9104497, 36.6942751)"
33/32,10,"(-119.9107034, 36.6945366)"
33/32,11,"(-119.9106782, 36.6950648)"
33/32,12,"(-119.9104427, 36.6952579)"
33/32,13,"(-119.9099604, 36.695405)"
33/32,14,"(-119.9079976, 36.695402)"
33/32,15,"(-119.9076258, 36.6952553)"
33/32,16,"(-119.9071849, 36.6954326)"
33/32,17,"(-119.9051823, 36.6954794)"
33/32,18,"(-119.9050659, 36.6952325)"
MPUD,0,"(-119.9580134, 37.4872929)"
MPUD,1,"(-119.9582094, 37.4875005)"
MPUD,2,"(-119.9584364, 37.487629)"
MPUD,3,"(-119.9583934, 37.4878598)"
MPUD,4,"(-119.9575319, 37.4879925)"
MPUD,5,"(-119.9569815, 37.4880037)"
MPUD,6,"(-119.9568467, 37.4876905)"
MPUD,7,"(-119.9568505, 37.4876485)"
MPUD,8,"(-119.9568637, 37.4875022)"
MPUD,9,"(-119.9569703, 37.4873736)"
MPUD,10,"(-119.9571354, 37.4872222)"
MPUD,11,"(-119.9574005, 37.4869889)"
MPUD,12,"(-119.9576931, 37.4870737)"
MPUD,13,"(-119.9578723, 37.4871425)"
MPUD,14,"(-119.9580134, 37.4872929)"
81,0,"(-119.8966031, 36.6848099)"
81,1,"(-119.8983461, 36.6848109)"
81,2,"(-119.8983591, 36.6848418)"
81,3,"(-119.8983553, 36.6879105)"
81,4,"(-119.8966001, 36.6879093)"
81,5,"(-119.8966031, 36.6848099)"
69,0,"(-119.9316772, 36.6929919)"
69,1,"(-119.9316435, 36.6922636)"
69,2,"(-119.9317572, 36.6921036)"
69,3,"(-119.933304, 36.6920761)"
69,4,"(-119.9334207, 36.6921623)"
69,5,"(-119.9334172, 36.695289)"
69,6,"(-119.9333252, 36.6953746)"
69,7,"(-119.9317494, 36.6953854)"
69,8,"(-119.9316944, 36.6952365)"
