WWTP_name,geometry
Plant_72951151,"POLYGON ((-121.2050199 36.2978785, -121.2051421 36.2979059, -121.20521 36.2979498, -121.2053254 36.2980707, -121.2053391 36.2980982, -121.2056649 36.2984278, -121.2058007 36.2986201, -121.2058346 36.2987189, -121.2057803 36.2988014, -121.2055564 36.2989663, -121.2054885 36.2990596, -121.2054479 36.2991805, -121.2054886 36.2993564, -121.2056244 36.2996091, -121.205733 36.2997684, -121.2057805 36.2998893, -121.2057738 36.2999497, -121.2057127 36.3000156, -121.2055905 36.3000761, -121.2052851 36.300175, -121.2052173 36.3001805, -121.2051154 36.3000981, -121.2042396 36.2986752, -121.2040902 36.29845, -121.2041105 36.2983565, -121.2042259 36.2982412, -121.2047009 36.2979719, -121.2048775 36.2978895, -121.2050199 36.2978785))"
Plant_72951154,"POLYGON ((-121.6476497 36.739639, -121.6475751 36.7396108, -121.6475484 36.7395733, -121.647617 36.7394453, -121.647765 36.7392668, -121.6477844 36.7392633, -121.6478002 36.7392757, -121.6478171 36.739359, -121.64772 36.7396066, -121.6476497 36.739639))"
Plant_72951161,"POLYGON ((-121.4632284 36.5765148, -121.4635282 36.5770202, -121.4632831 36.5771191, -121.46299 36.5766137, -121.4632284 36.5765148))"
Plant_72951181,"POLYGON ((-120.8490628 36.0854457, -120.8490358 36.0854513, -120.8489883 36.0854403, -120.8489478 36.0854128, -120.8489409 36.0853744, -120.8489613 36.0853414, -120.8489883 36.085314, -120.8490222 36.085303, -120.8490763 36.0853084, -120.8491101 36.0853304, -120.8491237 36.0853634, -120.8491169 36.0854073, -120.8490628 36.0854457))"
Plant_72951190,"POLYGON ((-121.5409776 36.5514371, -121.5416587 36.5511735, -121.5419378 36.551668, -121.5413044 36.5519042, -121.5409776 36.5514371))"
Plant_72951192,"POLYGON ((-121.1154402 36.2550594, -121.1162138 36.2554657, -121.1157461 36.2560537, -121.1149725 36.2556475, -121.1154402 36.2550594))"
Plant_72951215,"POLYGON ((-121.6398216 36.8519245, -121.640223 36.8519432, -121.6402916 36.851998, -121.6402919 36.8520324, -121.6402069 36.8521018, -121.6399082 36.8521169, -121.6398141 36.8520967, -121.639694 36.8520181, -121.6396852 36.8519664, -121.6397277 36.8519318, -121.6397703 36.8519247, -121.6398216 36.8519245))"
Plant_72951234,"POLYGON ((-121.3676262 36.3312664, -121.3677077 36.3313653, -121.3678233 36.3315411, -121.3677894 36.3315795, -121.3677011 36.331618, -121.3676739 36.3316126, -121.3675109 36.3313983, -121.3674769 36.3313379, -121.3674768 36.3313214, -121.3675923 36.331272, -121.3676262 36.3312664))"
Plant_72951247,"POLYGON ((-121.3965122 36.4442082, -121.3967297 36.4442853, -121.3971241 36.4444887, -121.3973348 36.4446426, -121.3975183 36.4448185, -121.3975319 36.4448625, -121.3974706 36.4449724, -121.3970147 36.4454941, -121.3961301 36.4464444, -121.3953484 36.4457298, -121.3965122 36.4442082))"
Plant_72951248,"POLYGON ((-120.7347932 35.7981611, -120.7344482 35.797772, -120.7344528 35.7976967, -120.7345519 35.7976013, -120.735045 35.7979571, -120.7347932 35.7981611))"
Plant_72951253,"POLYGON ((-121.0382433 35.9221296, -121.0384188 35.9221351, -121.0384594 35.9221626, -121.0384728 35.9224098, -121.0384458 35.9224373, -121.0382364 35.9224427, -121.0381216 35.9224372, -121.0380811 35.9223988, -121.0381014 35.9221625, -121.0381352 35.9221296, -121.0382433 35.9221296))"
Plant_72951256,"POLYGON ((-120.7351069 35.7979196, -120.7350425 35.7979093, -120.7346204 35.7975959, -120.7345907 35.7975647, -120.7347016 35.7974908, -120.7347989 35.7974705, -120.7353168 35.7976953, -120.7353177 35.797715, -120.7351069 35.7979196))"
Plant_72951299,"POLYGON ((-121.6033766 36.7462009, -121.6030011 36.7463824, -121.6028644 36.7461351, -121.6032262 36.7459592, -121.6033766 36.7462009))"
Plant_72951311,"POLYGON ((-121.5416587 36.5511735, -121.5422717 36.5509264, -121.542789 36.5518056, -121.5421897 36.5520252, -121.5419378 36.551668, -121.5416587 36.5511735))"
Plant_72951323,"POLYGON ((-121.6233235 36.8556966, -121.6234219 36.8557843, -121.6234518 36.8558203, -121.6234689 36.8558548, -121.6235373 36.8559234, -121.6235544 36.8559647, -121.6235375 36.8560749, -121.6234522 36.8561369, -121.623196 36.8561234, -121.623183 36.8559961, -121.6232554 36.8557999, -121.6232639 36.8557587, -121.6233235 36.8556966))"
Plant_72951336,"POLYGON ((-121.4695699 36.5565687, -121.4696041 36.5570083, -121.4691001 36.5570523, -121.4690659 36.5566018, -121.4695699 36.5565687))"
Plant_72951374,"POLYGON ((-121.3413653 36.4204123, -121.3423892 36.4204162, -121.3425276 36.4205108, -121.3425568 36.4218028, -121.3425299 36.4218823, -121.3414094 36.421867, -121.3413987 36.4217475, -121.3413653 36.4204123))"
Plant_72951380,"POLYGON ((-121.3499372 36.3647068, -121.3500119 36.3647177, -121.3500594 36.3647451, -121.3500527 36.3648056, -121.350012 36.3648496, -121.3499033 36.364888, -121.3498014 36.3648936, -121.349713 36.3648881, -121.3496859 36.3648771, -121.3496587 36.3648497, -121.3496586 36.3647618, -121.349747 36.3647343, -121.3499372 36.3647068))"
Plant_72951400,"POLYGON ((-120.7360146 35.7979974, -120.7362777 35.7981127, -120.7359002 35.7984865, -120.7356708 35.7983162, -120.7360146 35.7979974))"
Plant_72951407,"POLYGON ((-121.4899252 36.4757993, -121.4899593 36.4758158, -121.490007 36.4758651, -121.4902929 36.4762387, -121.490293 36.4762771, -121.48998 36.4764421, -121.4899257 36.4764311, -121.4898711 36.4763817, -121.4896805 36.476118, -121.4895851 36.4759643, -121.4898164 36.4758377, -121.4898981 36.4757993, -121.4899252 36.4757993))"
Plant_72951413,"POLYGON ((-121.2513798 36.2891479, -121.2514137 36.2891535, -121.2515426 36.289236, -121.2516443 36.2893294, -121.2516171 36.2893843, -121.2515492 36.2894557, -121.2515221 36.2894777, -121.2514881 36.2894886, -121.2512439 36.2893237, -121.25121 36.2892907, -121.2512983 36.2892028, -121.2513527 36.2891589, -121.2513798 36.2891479))"
Plant_72951415,"POLYGON ((-121.4572743 36.5760543, -121.4572744 36.5763234, -121.4566749 36.57634, -121.4565182 36.5763071, -121.4565114 36.5761038, -121.4565522 36.5760708, -121.4572743 36.5760543))"
Plant_72951423,"POLYGON ((-121.6078411 36.7648737, -121.6079487 36.7648693, -121.608049 36.7649047, -121.6081623 36.7649849, -121.608225 36.7650685, -121.6082479 36.7651825, -121.608225 36.7652756, -121.6081739 36.7653562, -121.6080325 36.7654396, -121.607929 36.76549, -121.607824 36.765505, -121.6076523 36.765465, -121.6075321 36.7654032, -121.6074665 36.7653313, -121.6074474 36.7652448, -121.607478 36.7651022, -121.6075272 36.7650112, -121.6076106 36.764938, -121.6077192 36.7648905, -121.6078411 36.7648737))"
Plant_72951439,"POLYGON ((-121.7234367 36.7827401, -121.7235224 36.7827947, -121.7235997 36.7828563, -121.7235999 36.7828976, -121.7236776 36.7830074, -121.7235247 36.7831183, -121.7234734 36.7830944, -121.7232504 36.7829337, -121.7232669 36.782851, -121.7234367 36.7827401))"
Plant_72951452,"POLYGON ((-120.5495844 35.0835509, -120.5495228 35.0835886, -120.5493728 35.083624, -120.5492055 35.0836512, -120.5490929 35.083643, -120.5490208 35.0834694, -120.5489805 35.0832454, -120.5494393 35.083164, -120.5494795 35.0831896, -120.5495286 35.0833431, -120.5495844 35.0835509))"
Plant_73965770,"POLYGON ((-119.7070368 35.6451708, -119.7070369 35.6454455, -119.7067206 35.6454235, -119.7067205 35.6451654, -119.7070368 35.6451708))"
Plant_73965828,"POLYGON ((-119.0590572 35.4637752, -119.058473 35.4637917, -119.0582917 35.4623577, -119.0588827 35.4623687, -119.0590572 35.4637752))"
Plant_73965829,"POLYGON ((-120.0187972 35.9711703, -120.0188733 35.9711909, -120.0192197 35.9712661, -120.0193379 35.9712865, -120.0193591 35.9713003, -120.0193802 35.9713209, -120.0193718 35.9713624, -120.0193382 35.9713969, -120.019296 35.9714176, -120.0192708 35.9714383, -120.0191275 35.9715282, -120.0189504 35.9716147, -120.0188828 35.9716527, -120.0188408 35.9716666, -120.0187984 35.9716459, -120.0187815 35.9716115, -120.0187814 35.971577, -120.0187214 35.9712118, -120.0187677 35.9711773, -120.0187972 35.9711703))"
Plant_73965835,"POLYGON ((-119.9853591 36.0269957, -119.9853391 36.0273911, -119.9848591 36.0273913, -119.9848656 36.0270013, -119.9853591 36.0269957))"
Plant_73965850,"POLYGON ((-119.2028447 35.5034294, -119.2028179 35.5034624, -119.2027843 35.5034679, -119.2027306 35.5034404, -119.2027238 35.5034185, -119.2027508 35.5033744, -119.2028179 35.5033745, -119.2028447 35.5034294))"
Plant_73965892,"POLYGON ((-119.7277693 36.1995361, -119.7274711 36.1995471, -119.7271866 36.1995418, -119.7270781 36.1995528, -119.7270511 36.1995418, -119.7270307 36.1994924, -119.727051 36.1994265, -119.7270713 36.1993661, -119.7271322 36.1992837, -119.7272406 36.1992122, -119.727376 36.1991133, -119.7275589 36.1989815, -119.7277418 36.1988716, -119.7279519 36.1987726, -119.7280196 36.1987341, -119.7279992 36.1986957, -119.7279721 36.1986353, -119.7279178 36.1985969, -119.727823 36.1985585, -119.7277349 36.1984926, -119.7277144 36.1984322, -119.7277144 36.1983388, -119.7277618 36.198262, -119.7277957 36.198185, -119.7278633 36.1981026, -119.7279514 36.1980367, -119.7280327 36.1979982, -119.7281207 36.1978444, -119.7281545 36.1977236, -119.7282561 36.1976137, -119.7283102 36.1975642, -119.7283848 36.1975532, -119.7284999 36.1975422, -119.7285812 36.1975752, -119.7286897 36.1975861, -119.7287236 36.1976135, -119.7287575 36.197663, -119.7287915 36.1977563, -119.7288457 36.1978222, -119.7288999 36.1978111, -119.7289608 36.1977947, -119.7290354 36.1977562, -119.7291099 36.1977616, -119.7291641 36.1978001, -119.7292048 36.1978385, -119.7292387 36.1979044, -119.72932 36.1979923, -119.7294286 36.1981295, -119.7294693 36.1982173, -119.7295033 36.1983436, -119.7294559 36.1984206, -119.7294017 36.1984865, -119.7293069 36.198503, -119.7292526 36.198536, -119.7292391 36.1986018, -119.7292798 36.1986458, -119.7293273 36.1987172, -119.7293748 36.198794, -119.7293545 36.1988709, -119.729307 36.1989368, -119.7291852 36.1990523, -119.7290701 36.1991346, -119.7289143 36.1992281, -119.7287788 36.1993105, -119.7287179 36.199371, -119.7286027 36.1995028, -119.7285418 36.1995358, -119.7284266 36.1995303, -119.7277693 36.1995361))"
Plant_73965905,"POLYGON ((-119.5254502 36.6779746, -119.5254759 36.6779884, -119.525544 36.6780436, -119.5255013 36.6782366, -119.5254673 36.6782712, -119.5254247 36.6783056, -119.5253991 36.6783056, -119.5252286 36.6781884, -119.5252201 36.6781538, -119.5252201 36.6781193, -119.5252627 36.6780711, -119.5252712 36.6780366, -119.525331 36.6779884, -119.5254162 36.6779746, -119.5254502 36.6779746))"
Plant_73965979,"POLYGON ((-119.7378024 36.0494182, -119.7366932 36.0494242, -119.7366863 36.0491056, -119.7377954 36.0491107, -119.7378024 36.0494182))"
Plant_73965982,"POLYGON ((-119.060434 35.4629676, -119.0622001 35.4629181, -119.0622875 35.4633631, -119.0604138 35.4635115, -119.060434 35.4629676))"
Plant_73965996,"POLYGON ((-119.058473 35.4637917, -119.0586475 35.4649345, -119.0580767 35.4647422, -119.0577745 35.4638027, -119.058473 35.4637917))"
Plant_73966113,"POLYGON ((-119.7622509 35.1880355, -119.7622542 35.1883795, -119.7620344 35.1883809, -119.7620312 35.1880369, -119.7622509 35.1880355))"
Plant_73966143,"POLYGON ((-119.4340715 35.5181428, -119.4347502 35.5181428, -119.4347367 35.5185603, -119.4340714 35.5185548, -119.4340715 35.5181428))"
Plant_73966179,"POLYGON ((-119.2439439 35.3640305, -119.2439437 35.3638931, -119.2443595 35.3639039, -119.2443597 35.3640357, -119.2439439 35.3640305))"
Plant_73966210,"POLYGON ((-119.2410588 35.3796012, -119.2399788 35.3796181, -119.2399916 35.3787226, -119.2410582 35.3787222, -119.2410588 35.3796012))"
Plant_73966294,"POLYGON ((-120.0118916 35.9610974, -120.0119424 35.9611249, -120.0120944 35.9611936, -120.0121621 35.961228, -120.0122212 35.9612623, -120.0122551 35.9612898, -120.0122806 35.9614001, -120.0122554 35.9614277, -120.0122132 35.9614416, -120.0118462 35.9615007, -120.0114706 35.9615669, -120.0114284 35.9615669, -120.0111834 35.961457, -120.0111072 35.9614088, -120.0110819 35.9613882, -120.0110563 35.961278, -120.0110815 35.9612504, -120.0111828 35.9612226, -120.0113305 35.9611983, -120.0113684 35.9611879, -120.0115246 35.9611635, -120.0115963 35.9611462, -120.0118916 35.9610974))"
Plant_73966401,"POLYGON ((-120.1222269 35.9908827, -120.123072 35.9914521, -120.1231503 35.9915309, -120.1230935 35.9916065, -120.1229965 35.99167, -120.1227977 35.9915555, -120.1220596 35.9910216, -120.1222269 35.9908827))"
Plant_73966411,"POLYGON ((-119.7836071 35.6891326, -119.7832974 35.6891655, -119.7832705 35.6889018, -119.7835937 35.6888799, -119.7836071 35.6891326))"
Plant_73966422,"POLYGON ((-119.5348429 36.6874505, -119.5367907 36.6874678, -119.5368121 36.6875816, -119.5367609 36.6876299, -119.536761 36.687692, -119.536599 36.6878091, -119.5362111 36.6878746, -119.5360022 36.6879194, -119.5345872 36.6880021, -119.5345361 36.6880503, -119.5345574 36.6888811, -119.5338286 36.6889397, -119.5337689 36.6888984, -119.5337519 36.6882157, -119.533803 36.6881743, -119.5339053 36.6881468, -119.5339309 36.688133, -119.5338541 36.6880434, -119.5338371 36.6877193, -119.5338669 36.6875021, -119.5338798 36.6874779, -119.5348429 36.6874505))"
Plant_73966470,"POLYGON ((-119.7910541 36.2805764, -119.7910541 36.280944, -119.7905874 36.2809526, -119.7905445 36.2805764, -119.7910541 36.2805764))"
Plant_73966505,"POLYGON ((-119.4035164 35.5036512, -119.4043364 35.503635, -119.4043164 35.504415, -119.4034964 35.5044093, -119.4035164 35.5036512))"
Plant_73966584,"POLYGON ((-119.6819431 36.2083151, -119.6819024 36.2082931, -119.6818753 36.2082712, -119.6818619 36.2081997, -119.6818144 36.2080899, -119.6817873 36.2080075, -119.6817263 36.2078482, -119.6817331 36.2077439, -119.6817738 36.207667, -119.6818416 36.2076011, -119.6819025 36.2075627, -119.6819093 36.2075132, -119.6818958 36.2074528, -119.6817805 36.2071617, -119.6816924 36.2070135, -119.6816247 36.2068651, -119.6815975 36.2067168, -119.6816247 36.2066235, -119.6816586 36.2065467, -119.6817398 36.2065136, -119.6818618 36.2064807, -119.6820042 36.2064807, -119.6821329 36.2064862, -119.6822956 36.2064862, -119.6824649 36.2064917, -119.6826073 36.2064917, -119.6827432 36.2064823, -119.6828445 36.2064753, -119.6830478 36.2064697, -119.6831698 36.2064588, -119.6832985 36.2064807, -119.6833798 36.2064917, -119.6834815 36.2065301, -119.6835967 36.2065631, -119.6837119 36.206618, -119.6838068 36.2066675, -119.6839219 36.2067444, -119.6840168 36.2068322, -119.6841388 36.206953, -119.6842337 36.2070793, -119.6843286 36.2071947, -119.684437 36.2073759, -119.6845116 36.2075517, -119.6845387 36.2077274, -119.6845658 36.208046, -119.6845319 36.2081943, -119.6844845 36.2082656, -119.6843896 36.2082821, -119.6843082 36.2082821, -119.6842134 36.2082712, -119.684166 36.2082327, -119.6841049 36.2081778, -119.6840439 36.208079, -119.6839423 36.2078538, -119.6838948 36.2077934, -119.6838339 36.2077384, -119.6837661 36.2077274, -119.6836442 36.2077439, -119.6834679 36.2077604, -119.683346 36.2077439, -119.6832647 36.207733, -119.6831833 36.207678, -119.6830681 36.2076066, -119.6830139 36.2075736, -119.6829597 36.2075846, -119.6828851 36.2076066, -119.6828174 36.2076615, -119.6827292 36.2077604, -119.6827293 36.2078208, -119.6827225 36.2079032, -119.6826819 36.2079691, -119.6826209 36.207991, -119.6825192 36.2080295, -119.6824243 36.2080185, -119.6823159 36.208013, -119.6822346 36.2080185, -119.6821668 36.208046, -119.6820923 36.2081009, -119.6820719 36.2081888, -119.6820312 36.2082382, -119.6820042 36.2082986, -119.6819431 36.2083151))"
Plant_73966591,"POLYGON ((-119.5265159 36.6757614, -119.5266523 36.6758304, -119.5267631 36.6758649, -119.5271466 36.6758304, -119.5272574 36.6758305, -119.5273554 36.6758409, -119.5276878 36.6758892, -119.5278945 36.6759134, -119.5279136 36.6759341, -119.5279308 36.6759685, -119.5279307 36.6762858, -119.5278796 36.6765133, -119.527888 36.6766719, -119.5277261 36.6767684, -119.5266437 36.6767337, -119.526388 36.6766853, -119.5262772 36.6766232, -119.5262473 36.6765681, -119.5262345 36.6764784, -119.5262175 36.6764233, -119.5261834 36.6763819, -119.5261238 36.6763957, -119.5261068 36.6764508, -119.5259703 36.6766025, -119.5257828 36.6766093, -119.5257231 36.6765679, -119.5257232 36.6764369, -119.5257743 36.6762576, -119.5260471 36.676006, -119.5263283 36.6757613, -119.5265159 36.6757614))"
Plant_73966608,"POLYGON ((-120.0197518 35.9713686, -120.0200733 35.9716299, -120.0200903 35.9716644, -120.0199892 35.9717472, -120.0193487 35.972224, -120.0193066 35.9722447, -120.0192728 35.9722724, -120.0192307 35.9722793, -120.0189515 35.9720523, -120.0189091 35.9719973, -120.0189174 35.9719628, -120.0196886 35.9713894, -120.0197265 35.9713686, -120.0197518 35.9713686))"
Plant_73966612,"POLYGON ((-119.6630448 35.9050363, -119.6632134 35.9050253, -119.6634363 35.9050365, -119.6635645 35.9050749, -119.6635915 35.9051189, -119.6635847 35.9051683, -119.6635308 35.9051793, -119.6632944 35.9051847, -119.6630717 35.9051791, -119.6629434 35.9051627, -119.6629097 35.9051241, -119.6629434 35.9050803, -119.6630448 35.9050363))"
Plant_73966647,"POLYGON ((-119.7357996 35.9499815, -119.7360157 35.9499485, -119.73609 35.9499593, -119.7361305 35.9500143, -119.7361103 35.9500747, -119.7359753 35.9501461, -119.73582 35.9502121, -119.7357119 35.9502013, -119.7356578 35.9500915, -119.7356847 35.9500089, -119.7357996 35.9499815))"
Plant_73966664,"POLYGON ((-119.7248715 36.0493463, -119.7228156 36.0493634, -119.7227951 36.0490394, -119.7248781 36.0490387, -119.7248715 36.0493463))"
Plant_73966698,"POLYGON ((-119.5287151 36.6735622, -119.5287832 36.6736278, -119.5291071 36.6738588, -119.5291155 36.6743001, -119.5290558 36.6745552, -119.528992 36.6746173, -119.5288172 36.6747138, -119.5286468 36.6748793, -119.5286041 36.6749689, -119.5285999 36.6749999, -119.5286212 36.6750654, -119.5286382 36.6750861, -119.5286808 36.6751206, -119.5287617 36.6755309, -119.528749 36.6756171, -119.5287149 36.6756792, -119.5286935 36.6757067, -119.5286211 36.6757825, -119.5285529 36.6758033, -119.528131 36.675779, -119.5278114 36.6756858, -119.5274492 36.6756271, -119.5270699 36.6755409, -119.5269932 36.675527, -119.5269506 36.6755064, -119.5268654 36.6753546, -119.5269421 36.6752856, -119.5269933 36.6752857, -119.5272319 36.6751272, -119.5275771 36.6750893, -119.5278925 36.6751101, -119.5281013 36.6751756, -119.528195 36.6751549, -119.5282632 36.6751343, -119.5283228 36.6751205, -119.5283569 36.6750999, -119.5283867 36.6749447, -119.5279223 36.6749273, -119.5277945 36.6748101, -119.5277688 36.6747343, -119.5277732 36.6746066, -119.5278968 36.6744998, -119.5279692 36.6744895, -119.5280075 36.6744792, -119.5281098 36.6744412, -119.5282292 36.6744102, -119.5283655 36.6743138, -119.5284338 36.6742448, -119.5284849 36.6741207, -119.5285275 36.6736794, -119.5285276 36.6736104, -119.5285787 36.6735622, -119.5287151 36.6735622))"
Plant_73966843,"POLYGON ((-119.3362285 35.2945681, -119.3362153 35.2941343, -119.3363619 35.2941028, -119.3364538 35.2940543, -119.3366885 35.2940398, -119.3369484 35.2940458, -119.3375187 35.2941337, -119.3375317 35.2942198, -119.3377135 35.2945535, -119.3377104 35.29475, -119.3376098 35.2947641, -119.3373121 35.2947408, -119.3372196 35.2946722, -119.3365403 35.2946192, -119.3364815 35.2945849, -119.336364 35.2945508, -119.3362285 35.2945681))"
Plant_73966858,"POLYGON ((-119.5285615 36.6759825, -119.528587 36.6760653, -119.528621 36.6761136, -119.5285998 36.6762135, -119.5285359 36.67641, -119.5284591 36.67661, -119.5284122 36.6768203, -119.5284249 36.6773547, -119.5284719 36.6775581, -119.5286039 36.6778374, -119.5286166 36.6778754, -119.5283397 36.6779201, -119.5281693 36.6777891, -119.5280585 36.6765547, -119.5280671 36.6764513, -119.5281353 36.6762169, -119.5282759 36.6760858, -119.5283825 36.6760308, -119.5285615 36.6759825))"
Plant_73967005,"POLYGON ((-119.2026408 35.5031744, -119.2026138 35.5032129, -119.2025534 35.5032129, -119.2025266 35.5031744, -119.2025467 35.503136, -119.2025937 35.503125, -119.202634 35.5031524, -119.2026408 35.5031744))"
Plant_73967173,"POLYGON ((-119.7827116 35.6892368, -119.7824222 35.6892587, -119.7823953 35.6890115, -119.7826982 35.6889841, -119.7827116 35.6892368))"
Plant_73967196,"POLYGON ((-119.5266095 36.6781059, -119.5270356 36.6781405, -119.5271464 36.6781612, -119.5272658 36.6782233, -119.527385 36.678244, -119.5274319 36.6782406, -119.5275044 36.678213, -119.5276918 36.6781957, -119.5278155 36.678213, -119.52828 36.678258, -119.5283311 36.6782993, -119.5283141 36.6783476, -119.5282459 36.6784166, -119.5281776 36.6784718, -119.5280584 36.6785062, -119.5276492 36.6785268, -119.5273509 36.6785198, -119.5270697 36.6785266, -119.5268992 36.6785128, -119.5267373 36.6784921, -119.5266691 36.6784576, -119.5266265 36.6784231, -119.5266094 36.6783335, -119.5264901 36.6782368, -119.5264475 36.6782162, -119.5264049 36.6781817, -119.5264048 36.6781473, -119.5264475 36.6781127, -119.5265071 36.6781059, -119.5266095 36.6781059))"
Plant_73967239,"POLYGON ((-119.4855393 35.9418531, -119.4861742 35.9418584, -119.4861544 35.9425395, -119.4855195 35.9425178, -119.4855393 35.9418531))"
Plant_73967289,"POLYGON ((-119.1007483 35.5070008, -119.1007285 35.5075943, -119.1002111 35.5075889, -119.1002108 35.5069406, -119.1006879 35.5069404, -119.1007483 35.5069459, -119.1007483 35.5070008))"
Plant_73967731,"POLYGON ((-119.5183693 36.6001104, -119.5199235 36.6001472, -119.5198737 36.6016711, -119.5190946 36.6016889, -119.5176171 36.6016796, -119.5175988 36.600142, -119.5183693 36.6001104))"
Plant_73968177,"POLYGON ((-119.9341168 35.7749314, -119.9342988 35.7748544, -119.9343863 35.774871, -119.9343931 35.7749588, -119.9342583 35.775206, -119.9341639 35.7753048, -119.9340426 35.7753872, -119.9339617 35.775464, -119.9336517 35.7754694, -119.9335642 35.7754476, -119.93349 35.7753816, -119.9335035 35.7752774, -119.9335372 35.775206, -119.9336518 35.7751072, -119.9338135 35.7750248, -119.9341168 35.7749314))"
Plant_73968182,"POLYGON ((-120.0203862 35.9718086, -120.0206316 35.9720149, -120.0206486 35.9720494, -120.0206317 35.9720666, -120.0199575 35.9725675, -120.0199153 35.9725814, -120.0198731 35.9725608, -120.0198054 35.9725058, -120.019653 35.9723613, -120.019653 35.9723268, -120.0196698 35.9723096, -120.0197919 35.9722163, -120.020344 35.9718087, -120.0203862 35.9718086))"
Plant_73968238,"POLYGON ((-120.0012522 35.668465, -120.0014136 35.668345, -120.0017423 35.6682282, -120.0018265 35.6682145, -120.0018432 35.6682352, -120.0018588 35.6690417, -120.0018166 35.669083, -120.0012327 35.6690685, -120.0012522 35.668465))"
Plant_73968264,"POLYGON ((-120.1225067 35.9906256, -120.1230624 35.9909684, -120.1233264 35.9911504, -120.1234035 35.9912622, -120.1232921 35.9913474, -120.1230004 35.9911867, -120.1223401 35.9907425, -120.1225067 35.9906256))"
Plant_73968528,"POLYGON ((-119.782274 35.6892696, -119.781971 35.6893025, -119.781951 35.6890554, -119.7822472 35.689028, -119.782274 35.6892696))"
Plant_73968629,"POLYGON ((-119.2433307 35.5284603, -119.2433178 35.5291196, -119.2425449 35.5291089, -119.2425578 35.5284497, -119.2433307 35.5284603))"
Plant_73968687,"POLYGON ((-119.6166664 36.2023181, -119.6167834 36.2022003, -119.6168444 36.2021783, -119.6168783 36.2022442, -119.6167971 36.2024419, -119.616804 36.2026122, -119.6168652 36.202711, -119.6169262 36.2027604, -119.6170617 36.2027988, -119.6171295 36.2028207, -119.6172583 36.2028866, -119.6173262 36.2029469, -119.6172313 36.2029689, -119.6171364 36.20298, -119.6170279 36.2029635, -119.6168856 36.2029307, -119.6167703 36.2028758, -119.6167094 36.2028319, -119.6166212 36.2027111, -119.6165872 36.2025903, -119.6166142 36.2023706, -119.6166664 36.2023181))"
Plant_73968716,"POLYGON ((-119.485533 35.942732, -119.4861478 35.9427262, -119.4861752 35.9433249, -119.4855132 35.9433362, -119.485533 35.942732))"
Plant_73968738,"POLYGON ((-119.0621465 35.4624292, -119.0622001 35.4629181, -119.060434 35.4629676, -119.0604675 35.4624677, -119.0621465 35.4624292))"
Plant_73969023,"POLYGON ((-119.2037573 35.5040821, -119.2037171 35.5041481, -119.2034954 35.5043294, -119.2031393 35.5045273, -119.2029645 35.5045877, -119.2028974 35.5045767, -119.2031056 35.5039284, -119.2037573 35.5040821))"
Plant_73969084,"POLYGON ((-119.6329009 35.6998497, -119.632328 35.7004811, -119.6319713 35.7002612, -119.6325239 35.6996463, -119.6329009 35.6998497))"
Plant_73969189,"POLYGON ((-119.0428542 35.4389838, -119.0434344 35.4389752, -119.0434536 35.4378045, -119.0428711 35.4378044, -119.0428542 35.4389838))"
Plant_73969216,"POLYGON ((-119.11742 35.513171, -119.1174003 35.5138633, -119.1174138 35.5139237, -119.1166881 35.513935, -119.116701 35.5131329, -119.117373 35.5131326, -119.11742 35.513171))"
Plant_73969240,"POLYGON ((-119.0582917 35.4623577, -119.058473 35.4637917, -119.0577745 35.4638027, -119.0577342 35.4636874, -119.0577275 35.4623852, -119.0582917 35.4623577))"
Plant_73969280,"POLYGON ((-119.7844487 35.6890285, -119.7842264 35.6890394, -119.7841659 35.6890229, -119.7841389 35.6889789, -119.7841458 35.6888362, -119.7843746 35.6888307, -119.7844554 35.6888637, -119.7844621 35.6889296, -119.7844487 35.6890285))"
Plant_73969294,"POLYGON ((-119.0590572 35.4637752, -119.0591512 35.4643906, -119.0591982 35.4648906, -119.0586475 35.4649345, -119.058473 35.4637917, -119.0590572 35.4637752))"
Plant_73969339,"POLYGON ((-119.5312468 35.5811539, -119.5304197 35.5811537, -119.5304267 35.580555, -119.531247 35.5805497, -119.5312468 35.5811539))"
Plant_73969384,"POLYGON ((-119.7840177 35.6890833, -119.7837148 35.6891162, -119.7836745 35.688869, -119.7839774 35.6888416, -119.7840177 35.6890833))"
Plant_73969563,"POLYGON ((-119.5337348 36.6861954, -119.5337775 36.6862161, -119.5338456 36.6862368, -119.5339309 36.6862368, -119.533982 36.6862782, -119.5339906 36.6863472, -119.5339522 36.6865506, -119.5339352 36.6866953, -119.5339735 36.6868022, -119.5340204 36.6871573, -119.533965 36.6873056, -119.5336921 36.6873193, -119.5335558 36.687209, -119.5335388 36.686816, -119.5334024 36.686685, -119.5333683 36.6866229, -119.5333768 36.6864368, -119.5334109 36.6862505, -119.5334621 36.6862023, -119.5337348 36.6861954))"
Plant_73969613,"POLYGON ((-119.4600285 35.5443051, -119.4600417 35.5434922, -119.4605861 35.543503, -119.4605528 35.5442941, -119.4600285 35.5443051))"
Plant_73969649,"POLYGON ((-119.6474971 36.2959237, -119.6476329 36.2959925, -119.6476797 36.2960891, -119.647701 36.2961856, -119.6476757 36.2962546, -119.647591 36.2963443, -119.6475486 36.2963581, -119.6473791 36.2963721, -119.6472815 36.2962963, -119.6472093 36.2962618, -119.6471923 36.2962274, -119.6471793 36.2960584, -119.6472258 36.2959584, -119.6474971 36.2959237))"
