WWTP_name,geometry
Plant_137271702,"POLYGON ((-121.6135701 37.0940617, -121.6136215 37.0940315, -121.6136921 37.0940195, -121.6137639 37.0940315, -121.6138158 37.0940584, -121.6138502 37.0941043, -121.6138687 37.0941557, -121.6138564 37.09421, -121.6138198 37.0942544, -121.6137677 37.0942828, -121.6136978 37.0942966, -121.6136283 37.0942853, -121.6135742 37.0942576, -121.6135345 37.094214, -121.6135213 37.0941603, -121.613532 37.0941028, -121.6135701 37.0940617))"
Plant_147936725,"POLYGON ((-121.4647662 38.4464995, -121.4648409 38.447417, -121.4649118 38.4478472, -121.4672252 38.4478895, -121.4672286 38.4465717, -121.4688356 38.4465649, -121.4691018 38.4466841, -121.4694196 38.4469215, -121.4695202 38.4469583, -121.4699775 38.4470097, -121.4740598 38.4469803, -121.4747277 38.4488856, -121.4748625 38.449197, -121.4748484 38.4507089, -121.4749825 38.4508013, -121.4751032 38.4508223, -121.4767849 38.450816, -121.476903 38.4508875, -121.4769727 38.4509652, -121.4770398 38.450982, -121.4795584 38.4509799, -121.4792284 38.4514147, -121.4783219 38.4533325, -121.4783071 38.4537294, -121.4783031 38.4544751, -121.4782266 38.4546106, -121.4781448 38.4546704, -121.4780483 38.4547125, -121.4778471 38.4547387, -121.4769606 38.4547482, -121.4768077 38.4547702, -121.4766616 38.4548332, -121.4764979 38.4549477, -121.4764322 38.4550454, -121.4756437 38.4562321, -121.4755552 38.4563067, -121.4754184 38.4563854, -121.4752601 38.4564253, -121.4749168 38.4564694, -121.4728904 38.4567362, -121.4726543 38.4567509, -121.4724103 38.4567372, -121.4690548 38.4562626, -121.4688885 38.4562227, -121.4687276 38.4561449, -121.4685693 38.4560294, -121.4683212 38.4557868, -121.4681214 38.4556681, -121.467939 38.4556251, -121.4678398 38.4556156, -121.4655599 38.4555946, -121.4654244 38.4555621, -121.4652883 38.4554922, -121.4613077 38.4527643, -121.4609176 38.4520363, -121.4603748 38.4517577, -121.4601424 38.4516384, -121.4597202 38.4515168, -121.459102 38.445935, -121.459879 38.4458754, -121.4601097 38.4461338, -121.4602974 38.4463291, -121.4604959 38.446478, -121.4631553 38.4464769, -121.4642954 38.4464765, -121.4647662 38.4464995))"
Plant_148199560,"POLYGON ((-120.1109984 35.9767615, -120.1113151 35.9767589, -120.1146669 35.976779, -120.1156453 35.9767849, -120.1158487 35.977041, -120.1158509 35.9784937, -120.1156344 35.9785097, -120.1147796 35.9785105, -120.1146044 35.9785897, -120.111327 35.9785798, -120.1110205 35.9785773, -120.1109984 35.9767615))"
Water Pollution Control Facility,"POLYGON ((-121.873291 36.6025741, -121.8729894 36.6020412, -121.872884 36.6019971, -121.8725949 36.6019042, -121.8725415 36.6019012, -121.871756 36.6021152, -121.8706371 36.6025235, -121.8711575 36.6034472, -121.8717138 36.6032454, -121.8717737 36.6033516, -121.8723107 36.6031776, -121.8724227 36.6031405, -121.8723597 36.603017, -121.8729387 36.6028099, -121.8730317 36.6027714, -121.8731138 36.6027238, -121.8731913 36.6026764, -121.8732389 36.6026312, -121.873291 36.6025741))"
Plant_152079628,"POLYGON ((-116.8012265 35.2983854, -116.8007011 35.2984197, -116.8007107 35.2970155, -116.8012601 35.2970643, -116.8012265 35.2983854))"
Plant_152079640,"POLYGON ((-116.8902325 35.4214906, -116.8892983 35.4210123, -116.8893347 35.4209516, -116.8894818 35.4207859, -116.8896406 35.4205851, -116.8905913 35.4210567, -116.8904442 35.4212467, -116.8903879 35.4213087, -116.8903449 35.421337, -116.8902325 35.4214906))"
Middletown Community Wastewater Treatment Plant,"POLYGON ((-122.6471156 38.766253, -122.6486562 38.7650966, -122.6503203 38.7656401, -122.6507171 38.7658027, -122.6507753 38.7658265, -122.6498218 38.7676084, -122.6497747 38.7676964, -122.6486719 38.7697572, -122.6484852 38.769846, -122.6474765 38.7695451, -122.6465661 38.7692734, -122.645496 38.7687631, -122.6444414 38.7682602, -122.6471156 38.766253))"
Plant_158012250,"POLYGON ((-122.9226322 39.1150128, -122.9222617 39.1149573, -122.921995 39.1149637, -122.9218756 39.1147881, -122.9219438 39.1139911, -122.9219867 39.1134898, -122.9216977 39.1135036, -122.9218699 39.1129698, -122.9223393 39.1129657, -122.9223968 39.1130216, -122.9225292 39.1131115, -122.9230357 39.1131137, -122.9230174 39.1128851, -122.9231554 39.1128818, -122.9236987 39.1128831, -122.9241675 39.1132158, -122.9241835 39.1136208, -122.92445 39.1137665, -122.924559 39.1141887, -122.9248462 39.1148221, -122.9248773 39.1149766, -122.9248133 39.1152498, -122.9247555 39.1153676, -122.9242817 39.115379, -122.9242932 39.1156697, -122.9242842 39.1157573, -122.9241388 39.1158675, -122.9240437 39.1159862, -122.9235702 39.1163561, -122.92328 39.1163561, -122.9231965 39.1160259, -122.9232009 39.1158221, -122.9232173 39.1153709, -122.9229869 39.1151331, -122.9226322 39.1150128))"
Plant_158176421,"POLYGON ((-122.8057042 38.9687095, -122.8063823 38.9687816, -122.8070824 38.9689408, -122.8078008 38.9690851, -122.808163 38.9692375, -122.808243 38.9693672, -122.8081945 38.9695729, -122.8080381 38.9698981, -122.8079725 38.9701481, -122.8077548 38.9703432, -122.807515 38.970451, -122.8071049 38.9705189, -122.8067852 38.9704971, -122.8062184 38.9703932, -122.805537 38.9702335, -122.8048875 38.9699269, -122.804447 38.9696886, -122.8043428 38.9695685, -122.8045553 38.9688048, -122.8047285 38.9687028, -122.8050653 38.9686804, -122.8057042 38.9687095))"
Plant_159377057,"POLYGON ((-120.7519383 35.3244487, -120.7519777 35.3244354, -120.752017 35.3244487, -120.7520333 35.3244808, -120.752017 35.3245129, -120.7519777 35.3245262, -120.7519383 35.3245129, -120.751922 35.3244808, -120.7519383 35.3244487))"
Plant_159377059,"POLYGON ((-120.7527602 35.3241567, -120.7528696 35.3241197, -120.7529791 35.3241567, -120.7530244 35.324246, -120.7529791 35.3243352, -120.7528696 35.3243722, -120.7527602 35.3243352, -120.7527149 35.324246, -120.7527602 35.3241567))"
Plant_159377061,"POLYGON ((-120.7520888 35.3244485, -120.7521311 35.3244343, -120.7521733 35.3244485, -120.7521908 35.324483, -120.7521733 35.3245175, -120.7521311 35.3245317, -120.7520888 35.3245175, -120.7520713 35.324483, -120.7520888 35.3244485))"
Plant_159377062,"POLYGON ((-120.7524026 35.324164, -120.7525139 35.3241263, -120.7526253 35.324164, -120.7526714 35.3242548, -120.7526253 35.3243457, -120.7525139 35.3243833, -120.7524026 35.3243457, -120.7523564 35.3242548, -120.7524026 35.324164))"
Plant_159377063,"POLYGON ((-120.7527683 35.3244513, -120.7528778 35.3244143, -120.7529872 35.3244513, -120.7530326 35.3245406, -120.7529872 35.3246299, -120.7528778 35.3246669, -120.7527683 35.3246299, -120.752723 35.3245406, -120.7527683 35.3244513))"
Plant_159377067,"POLYGON ((-120.7524088 35.3244679, -120.7525192 35.3244305, -120.7526296 35.3244679, -120.7526753 35.3245579, -120.7526296 35.324648, -120.7525192 35.3246853, -120.7524088 35.324648, -120.7523631 35.3245579, -120.7524088 35.3244679))"
Plant_159389765,"POLYGON ((-120.7519412 35.3237682, -120.7520209 35.3237413, -120.7521005 35.3237682, -120.7521335 35.3238332, -120.7521005 35.3238982, -120.7520209 35.3239251, -120.7519412 35.3238982, -120.7519082 35.3238332, -120.7519412 35.3237682))"
Plant_159389767,"POLYGON ((-120.7516608 35.3239624, -120.7517425 35.3239329, -120.7518259 35.3239592, -120.751862 35.3240259, -120.7518297 35.324094, -120.751748 35.3241234, -120.7516646 35.3240971, -120.7516285 35.3240304, -120.7516608 35.3239624))"
Plant_159800615,"POLYGON ((-120.364807 36.7729997, -120.3648373 36.769264, -120.3641103 36.769264, -120.3640396 36.7730199, -120.364807 36.7729997))"
Plant_159800616,"POLYGON ((-120.3706148 36.7749079, -120.3684339 36.7748625, -120.3682775 36.7744081, -120.3683128 36.7732319, -120.3706451 36.7732773, -120.3706148 36.7749079))"
Plant_159800617,"POLYGON ((-120.3673731 36.7687371, -120.3674135 36.7662634, -120.3642027 36.7662331, -120.3640715 36.7664653, -120.3641119 36.7687774, -120.3673731 36.7687371))"
Plant_159800618,"POLYGON ((-120.3708773 36.7746606, -120.3737246 36.7746858, -120.3740931 36.774186, -120.3729825 36.7726867, -120.3707562 36.7726665, -120.370736 36.7745798, -120.3708773 36.7746606))"
Plant_159800619,"POLYGON ((-120.3728866 36.7723686, -120.372927 36.7725049, -120.3728916 36.7726109, -120.3708067 36.7725806, -120.370741 36.7725403, -120.3708218 36.7693346, -120.3709278 36.7692992, -120.3728866 36.7723686))"
Plant_159800620,"POLYGON ((-120.3675144 36.7640421, -120.3676356 36.7641734, -120.3676154 36.7660917, -120.3675346 36.7661725, -120.3643015 36.7661646, -120.3642266 36.7661182, -120.3643472 36.7641109, -120.3644472 36.7640537, -120.3675144 36.7640421))"
Plant_159800621,"POLYGON ((-120.3659318 36.7732016, -120.3659873 36.7734464, -120.3659587 36.7744602, -120.3658725 36.7744971, -120.364131 36.7744887, -120.3640102 36.7743711, -120.3640316 36.7734156, -120.3640596 36.7732036, -120.3659318 36.7732016))"
Plant_159800622,"POLYGON ((-120.3707057 36.7689862, -120.3707006 36.7708238, -120.3706249 36.7709248, -120.3684844 36.7708945, -120.3684491 36.7707986, -120.3684693 36.7689509, -120.3686712 36.7688651, -120.3705694 36.7688752, -120.3707057 36.7689862))"
Plant_159800623,"POLYGON ((-120.3706502 36.7728533, -120.3706502 36.7730552, -120.3704937 36.7731309, -120.3684945 36.7731057, -120.3683986 36.7730047, -120.3684289 36.7711267, -120.3684945 36.7709652, -120.3706047 36.7710157, -120.3706653 36.7711166, -120.3706502 36.7728533))"
Plant_168232979,"POLYGON ((-124.2010591 41.7472813, -124.2011188 41.7473439, -124.2007088 41.7475729, -124.2006734 41.747592, -124.2005838 41.7476031, -124.2004204 41.747589, -124.2002378 41.7474059, -124.2001714 41.7474404, -124.199668 41.7469061, -124.2001734 41.7466409, -124.200615 41.7467302, -124.2011094 41.7472549, -124.2010591 41.7472813))"
Plant_170554289,"POLYGON ((-120.7562313 37.4148912, -120.7564193 37.4150505, -120.7564086 37.4151145, -120.7549713 37.4161486, -120.754718 37.4162918, -120.7547046 37.4162994, -120.7546415 37.4163351, -120.7545322 37.4163511, -120.7545133 37.4163539, -120.7540785 37.4164177, -120.7511421 37.4165791, -120.7509906 37.4165874, -120.7508301 37.4165962, -120.7507341 37.416606, -120.7502393 37.4166564, -120.7501323 37.4164555, -120.7485417 37.4163116, -120.7485534 37.416282, -120.7486566 37.4160228, -120.7487717 37.4158081, -120.7489085 37.4155531, -120.7489981 37.4144343, -120.7490543 37.4142255, -120.7492319 37.4140972, -120.7496907 37.4137659, -120.7512257 37.4126398, -120.7512846 37.4126983, -120.7522346 37.4136316, -120.752851 37.4141247, -120.7542797 37.4131619, -120.7562313 37.4148912))"
Plant_171298731,"POLYGON ((-118.9843273 35.2312019, -118.9843514 35.2268557, -118.9853224 35.2268608, -118.9853117 35.2312125, -118.9843273 35.2312019))"
Plant_173699035,"POLYGON ((-117.6387148 35.615449, -117.6386076 35.616657, -117.6372131 35.6166539, -117.6371952 35.6177523, -117.6355652 35.6177192, -117.6355972 35.6166722, -117.6344525 35.6166499, -117.6344525 35.6154201, -117.6387148 35.615449))"
Plant_173699098,"POLYGON ((-117.6322179 35.6779644, -117.6323137 35.6748433, -117.6289566 35.6762759, -117.6286802 35.676225, -117.6277262 35.6747138, -117.6276804 35.6743965, -117.6302872 35.6731152, -117.6323007 35.6722842, -117.6346795 35.671307, -117.6348746 35.6716548, -117.6361137 35.6711845, -117.6377141 35.670182, -117.6382046 35.669564, -117.6384442 35.6685847, -117.6384947 35.6672287, -117.6386197 35.6671645, -117.6390747 35.6671241, -117.63987 35.6671726, -117.6399594 35.6670955, -117.6400329 35.6667007, -117.6417612 35.6666013, -117.6445254 35.666564, -117.6449396 35.6666249, -117.6465235 35.6666565, -117.6466585 35.6664318, -117.646664 35.665623, -117.646454 35.6656188, -117.6464763 35.664888, -117.6476598 35.6649275, -117.6475977 35.6669642, -117.6468274 35.6669535, -117.6467985 35.6678984, -117.6467741 35.6686979, -117.6465843 35.6690577, -117.6460404 35.6693013, -117.6456328 35.6694749, -117.6451695 35.6696846, -117.6447761 35.6697121, -117.6419429 35.6696547, -117.6419148 35.670572, -117.6419087 35.671213, -117.6448238 35.6700324, -117.6450455 35.6700009, -117.6451757 35.6700754, -117.645088 35.6729465, -117.6422511 35.6771351, -117.6402811 35.6770867, -117.6361331 35.6770026, -117.6361001 35.6780793, -117.6359633 35.6782201, -117.6323447 35.6781466, -117.6322179 35.6779644))"
Plant_173699184,"POLYGON ((-117.637187 35.6160993, -117.6386139 35.6160889, -117.6386137 35.6165341, -117.6371934 35.616539, -117.637187 35.6160993))"
Plant_175115664,"POLYGON ((-118.8877838 35.4337837, -118.8866811 35.4344383, -118.8866472 35.4344719, -118.8865858 35.4346966, -118.8869709 35.4347981, -118.8871772 35.4348237, -118.8874284 35.4348104, -118.8876559 35.434847, -118.8894775 35.4353513, -118.8902225 35.4355351, -118.8905498 35.4355942, -118.8908775 35.4356078, -118.8911618 35.4355775, -118.8915151 35.4354632, -118.891827 35.4352869, -118.8919266 35.4352187, -118.8924067 35.4348002, -118.8924942 35.4346906, -118.892556 35.4344914, -118.8925302 35.4343226, -118.8923803 35.4341506, -118.8921292 35.4339801, -118.8878688 35.4342923, -118.8879731 35.4338977, -118.8879331 35.4338933, -118.8878916 35.4338887, -118.8877838 35.4337837))"
Plant_175355334,"POLYGON ((-119.3086976 35.7686097, -119.3086823 35.7708208, -119.3030673 35.7707695, -119.303025 35.76856, -119.3086976 35.7686097))"
Plant_175370413,"POLYGON ((-119.2029616 35.5001614, -119.2028343 35.5025667, -119.2023164 35.5026566, -119.2021126 35.5034238, -119.2030211 35.5036795, -119.2029107 35.5040112, -119.2024692 35.5041426, -119.2026051 35.5046264, -119.2033182 35.5050341, -119.2040059 35.5048337, -119.2048379 35.5041287, -119.2051181 35.5034583, -119.2054237 35.5034376, -119.2055002 35.4999195, -119.2030126 35.4999126, -119.2029616 35.5001614))"
Plant_175503094,"POLYGON ((-119.384777 35.5978649, -119.3848563 35.5924349, -119.3850914 35.592436, -119.3885213 35.5924701, -119.389282 35.5924775, -119.3892521 35.5930969, -119.3892486 35.5937021, -119.3894714 35.5937268, -119.3898304 35.5937287, -119.3902058 35.5937498, -119.3902027 35.5942665, -119.3911731 35.5942716, -119.3911354 35.5957916, -119.3911368 35.595882, -119.3893902 35.5958733, -119.3893179 35.5978714, -119.3891093 35.5978706, -119.3865081 35.5978604, -119.386264 35.5978618, -119.384999 35.5978688, -119.384777 35.5978649))"
Hill Canyon Wastewater Treatment Plant,"POLYGON ((-118.9237564 34.2114939, -118.9234905 34.2115542, -118.9233326 34.2116017, -118.9231588 34.211686, -118.9229254 34.2118792, -118.9227192 34.2120726, -118.9226592 34.2121555, -118.922619 34.212231, -118.9225782 34.2123342, -118.9225298 34.2125827, -118.9225121 34.2127424, -118.9224412 34.2130013, -118.9223862 34.213097, -118.9219156 34.213719, -118.9217947 34.2138892, -118.9217662 34.2139617, -118.9217632 34.2140205, -118.9217111 34.2140827, -118.9216404 34.2141405, -118.9216116 34.2141843, -118.9215141 34.2141456, -118.9213457 34.2145374, -118.9211338 34.2149289, -118.9210817 34.2149907, -118.9209899 34.2150167, -118.9205824 34.2149241, -118.9199978 34.214901, -118.9199131 34.2148953, -118.9198744 34.2148088, -118.9200269 34.2147126, -118.9201599 34.2141433, -118.9203352 34.2134053, -118.9214065 34.2116577, -118.9207161 34.2113823, -118.9207175 34.2108266, -118.9208046 34.2107056, -118.9216152 34.2109865, -118.9217623 34.2108672, -118.9218898 34.2108582, -118.9220324 34.210648, -118.9222731 34.2103095, -118.9226808 34.2097106, -118.9231261 34.2096374, -118.9235584 34.209398, -118.9238959 34.209329, -118.9240192 34.2092581, -118.9245074 34.2091826, -118.9248837 34.2093075, -118.9249928 34.2092994, -118.9252739 34.2092789, -118.9256666 34.2092596, -118.9263304 34.2098392, -118.9272794 34.2101916, -118.9274845 34.2110519, -118.9274101 34.2112734, -118.9270119 34.2114425, -118.9267062 34.2114268, -118.9256774 34.2109117, -118.9255561 34.2107619, -118.9242031 34.2110712, -118.9242982 34.2114229, -118.9239187 34.2114517, -118.9237564 34.2114939))"
Treasure Island Waste Water Treatment Plant,"POLYGON ((-122.3708859 37.8311434, -122.3697175 37.8294804, -122.3686302 37.8299433, -122.3689628 37.8304094, -122.3683459 37.8306551, -122.3686892 37.8311042, -122.3701346 37.8314417, -122.3708859 37.8311434))"
Terminal Island Treatment Plant,"POLYGON ((-118.26579 33.7437327, -118.2648466 33.7421189, -118.2603754 33.7439262, -118.2613188 33.74554, -118.26579 33.7437327))"
Plant_184367054,"POLYGON ((-121.2651432 37.7947684, -121.2675721 37.7923528, -121.2671479 37.7923573, -121.2664972 37.792256, -121.2658469 37.7921818, -121.2623298 37.7922459, -121.2622485 37.7922703, -121.261956 37.792358, -121.2590315 37.7923159, -121.2590399 37.7937391, -121.2585413 37.7937466, -121.2585981 37.7942927, -121.2586263 37.7950808, -121.2590966 37.7950815, -121.2590922 37.7959509, -121.2601102 37.7959605, -121.2601027 37.7951333, -121.260107 37.7950345, -121.2601425 37.7949895, -121.2602061 37.7949363, -121.2602957 37.7948748, -121.2604058 37.7948354, -121.2604659 37.7948173, -121.2608698 37.7948024, -121.2651432 37.7947684))"
Plant_184367310,"POLYGON ((-121.3834376 38.0893785, -121.3821974 38.0869193, -121.3817318 38.0859494, -121.3819277 38.0858885, -121.3820179 38.0859032, -121.3826861 38.0858483, -121.3842838 38.0858221, -121.3863918 38.0858451, -121.3871367 38.0858429, -121.3873108 38.0858423, -121.3872983 38.0861218, -121.3872747 38.0866536, -121.3872662 38.0868454, -121.3884554 38.0868459, -121.3884626 38.086859, -121.3885037 38.086934, -121.3885207 38.086965, -121.388817 38.0876128, -121.3891247 38.0882035, -121.3896874 38.0880426, -121.3897365 38.0929834, -121.3897866 38.0940452, -121.3896966 38.0941761, -121.3858616 38.0941856, -121.3834376 38.0893785))"
Plant_184367944,"POLYGON ((-121.5556348 37.7980855, -121.5552925 37.7982496, -121.5548899 37.7984249, -121.5527159 37.7984436, -121.5497796 37.7967528, -121.5496663 37.7966874, -121.5509762 37.7955714, -121.5556348 37.7980855))"
Lathrop Consolidated Treatment Facility,"POLYGON ((-121.2905832 37.7926388, -121.2871807 37.79358, -121.2840222 37.7949966, -121.281884 37.7962847, -121.2806441 37.7972901, -121.2816472 37.7977995, -121.2861993 37.7955073, -121.2868149 37.796532, -121.2915791 37.7945662, -121.2915425 37.7942803, -121.2910507 37.7934322, -121.2905832 37.7926388))"
Plant_187387434,"POLYGON ((-121.9960205 39.7400686, -121.9973761 39.7400002, -121.9978044 39.7399906, -121.9979195 39.7400257, -121.9979988 39.7400922, -121.9980361 39.7401539, -121.9980096 39.7402171, -121.9943598 39.7434617, -121.9942842 39.7434992, -121.9941979 39.743511, -121.9940981 39.7434813, -121.9940172 39.7434298, -121.9934742 39.7424834, -121.993442 39.7424071, -121.9934506 39.742332, -121.9934978 39.742246, -121.9958901 39.7401109, -121.9960205 39.7400686))"
Plant_202452539,"POLYGON ((-120.7331024 35.1822046, -120.7330431 35.1821463, -120.7328132 35.1823022, -120.7328873 35.1823752, -120.73297 35.1823192, -120.7329551 35.1823045, -120.7331024 35.1822046))"
Plant_203308293,"POLYGON ((-120.6724308 35.254047, -120.6729652 35.2533044, -120.67332 35.2534747, -120.6727856 35.2542173, -120.6724308 35.254047))"
Plant_203308296,"POLYGON ((-120.6736678 35.2532347, -120.6736731 35.2531806, -120.6737236 35.2531454, -120.6737899 35.2531497, -120.673833 35.2531911, -120.6738277 35.2532451, -120.6737771 35.2532803, -120.6737108 35.253276, -120.6736678 35.2532347))"
Plant_203308309,"POLYGON ((-120.67355 35.2533884, -120.6735662 35.2533405, -120.6736191 35.253316, -120.6736778 35.2533293, -120.6737078 35.2533725, -120.6736915 35.2534204, -120.6736386 35.2534449, -120.6735799 35.2534316, -120.67355 35.2533884))"
Plant_203425369,"POLYGON ((-121.3399645 36.4180571, -121.3404708 36.4179783, -121.3432638 36.4193294, -121.3454441 36.4207798, -121.3454189 36.4220691, -121.3387993 36.4221446, -121.3387593 36.4198598, -121.3379731 36.4190603, -121.3389544 36.4182473, -121.3399645 36.4180571))"
Plant_203426500,"POLYGON ((-120.6764188 35.2519069, -120.6766312 35.2519918, -120.6764319 35.2523243, -120.6762195 35.2522394, -120.6764188 35.2519069))"
Plant_203426509,"POLYGON ((-120.6738939 35.2529361, -120.6739257 35.2529945, -120.6737562 35.2530562, -120.6737244 35.2529978, -120.6738939 35.2529361))"
Plant_203426537,"POLYGON ((-120.6746826 35.2539626, -120.674809 35.2540184, -120.6746341 35.2542823, -120.6745077 35.2542265, -120.6746826 35.2539626))"
Plant_203426539,"POLYGON ((-120.6769905 35.25175, -120.6768465 35.2519899, -120.6764595 35.251835, -120.6766034 35.2515951, -120.6769905 35.25175))"
Plant_203426540,"POLYGON ((-120.6759766 35.252322, -120.6758915 35.2524611, -120.6757371 35.2524056, -120.6758175 35.2522604, -120.6759766 35.252322))"
Plant_203426542,"POLYGON ((-120.67725 35.2511692, -120.6770766 35.2514581, -120.6767947 35.2513452, -120.6769681 35.2510564, -120.67725 35.2511692))"
Plant_203426550,"POLYGON ((-120.6742841 35.253054, -120.6742358 35.2530491, -120.674206 35.2530176, -120.6742121 35.2529781, -120.6742506 35.2529538, -120.6742989 35.2529588, -120.6743287 35.2529902, -120.6743226 35.2530297, -120.6742841 35.253054))"
Plant_203426556,"POLYGON ((-120.6738902 35.2530907, -120.6739454 35.2530407, -120.6740276 35.2530372, -120.6740888 35.2530823, -120.6740931 35.2531495, -120.6740379 35.2531994, -120.6739557 35.2532029, -120.6738945 35.2531579, -120.6738902 35.2530907))"
Polonio Pass Treatment Plant,"POLYGON ((-120.2276232 35.7401331, -120.2279967 35.7399107, -120.2283579 35.7394155, -120.2286816 35.7390112, -120.228968 35.7388798, -120.2288435 35.7372626, -120.2287314 35.7360395, -120.2254066 35.7334721, -120.2253443 35.7328251, -120.2252323 35.7321681, -120.2242859 35.7319861, -120.2230406 35.7320569, -120.222281 35.7320771, -120.221895 35.7325219, -120.2219075 35.7329768, -120.2224429 35.7334316, -120.2225674 35.7344222, -120.2226048 35.7361406, -120.2226048 35.7377275, -120.2219448 35.7380611, -120.2218452 35.7383643, -120.2217456 35.7386675, -120.2213346 35.7393245, -120.2208739 35.7397389, -120.2210109 35.7402443, -120.2219946 35.7404363, -120.2235885 35.7404464, -120.224124 35.7401432, -120.2246844 35.7398703, -120.2252447 35.739931, -120.2257677 35.7401634, -120.2261289 35.7402241, -120.2263032 35.7399209, -120.2267141 35.7400624, -120.2272371 35.7401331, -120.2276232 35.7401331))"
Orange County Sanitation District Plant No. 2,"POLYGON ((-117.9536606 33.6460521, -117.9542191 33.6462486, -117.9550366 33.6449194, -117.9559491 33.6439021, -117.9563431 33.6434629, -117.9568026 33.6429506, -117.9600009 33.6395308, -117.9617232 33.6376118, -117.9624897 33.6367936, -117.9624487 33.6366235, -117.9581114 33.6335368, -117.9580714 33.6334404, -117.9574402 33.6329653, -117.9573572 33.6330146, -117.9566572 33.635513, -117.9557854 33.6384293, -117.955021 33.6412188, -117.9540256 33.6447166, -117.9536606 33.6460521))"
Orange County Sanitation District Plant No. 1,"POLYGON ((-117.9403686 33.6871191, -117.9392351 33.6889706, -117.9377695 33.6912686, -117.9359199 33.6941351, -117.9366722 33.6941548, -117.9370936 33.6941153, -117.9433429 33.6940758, -117.9432894 33.6906848, -117.9432696 33.69058, -117.9431624 33.6901816, -117.943164 33.6893544, -117.9453016 33.6893168, -117.945269 33.6871322, -117.945231 33.6870934, -117.9451862 33.6870784, -117.9403686 33.6871191))"
Plant_208943919,"POLYGON ((-120.9589426 35.8174131, -120.9589311 35.8172788, -120.9588304 35.8172844, -120.9588419 35.8174187, -120.9589426 35.8174131))"
Plant_212505830,"POLYGON ((-120.6876807 35.6490371, -120.6877282 35.6491178, -120.6875666 35.6491805, -120.6875192 35.6490997, -120.6876807 35.6490371))"
Plant_212505834,"POLYGON ((-120.6873362 35.6488354, -120.6874623 35.6490612, -120.6873765 35.6490929, -120.6872503 35.6488671, -120.6873362 35.6488354))"
Plant_212505838,"POLYGON ((-120.6878603 35.6491609, -120.6877787 35.6491383, -120.6877407 35.6490754, -120.6877685 35.6490091, -120.6878459 35.6489782, -120.6879275 35.6490009, -120.6879654 35.6490637, -120.6879376 35.64913, -120.6878603 35.6491609))"
Plant_212505839,"POLYGON ((-120.6882767 35.6498482, -120.6882736 35.6497907, -120.6883214 35.6497482, -120.6883922 35.6497457, -120.6884444 35.6497846, -120.6884476 35.6498421, -120.6883997 35.6498845, -120.6883289 35.6498871, -120.6882767 35.6498482))"
Plant_212505840,"POLYGON ((-120.6875796 35.6490232, -120.6875128 35.6490256, -120.6874635 35.648989, -120.6874605 35.6489348, -120.6875056 35.6488947, -120.6875723 35.6488922, -120.6876217 35.6489289, -120.6876247 35.6489831, -120.6875796 35.6490232))"
Plant_212505841,"POLYGON ((-120.6879586 35.6487412, -120.687858 35.6486777, -120.687842 35.648575, -120.6879201 35.6484932, -120.6880465 35.6484802, -120.6881472 35.6485437, -120.6881631 35.6486464, -120.688085 35.6487282, -120.6879586 35.6487412))"
Plant_212505842,"POLYGON ((-120.6887341 35.6500135, -120.6887078 35.6499605, -120.6887352 35.6499079, -120.6888004 35.6498865, -120.6888652 35.6499088, -120.6888915 35.6499617, -120.6888641 35.6500144, -120.6887989 35.6500358, -120.6887341 35.6500135))"
Plant_212505843,"POLYGON ((-120.6885543 35.6497632, -120.688536 35.649709, -120.6885703 35.6496602, -120.688637 35.6496453, -120.688697 35.6496732, -120.6887153 35.6497273, -120.6886811 35.6497761, -120.6886144 35.649791, -120.6885543 35.6497632))"
Plant_212505844,"POLYGON ((-120.6876921 35.6495931, -120.6876848 35.6495076, -120.6877539 35.6494429, -120.6878591 35.6494369, -120.6879387 35.6494931, -120.6879461 35.6495786, -120.6878769 35.6496433, -120.6877717 35.6496493, -120.6876921 35.6495931))"
Plant_212505845,"POLYGON ((-120.6875555 35.6493519, -120.6875368 35.6492674, -120.687597 35.6491969, -120.6877009 35.6491817, -120.6877877 35.6492307, -120.6878064 35.6493151, -120.6877461 35.6493856, -120.6876422 35.6494008, -120.6875555 35.6493519))"
Plant_212505846,"POLYGON ((-120.6880377 35.6489877, -120.6880112 35.6488873, -120.6880798 35.6488012, -120.6882033 35.6487796, -120.6883093 35.6488354, -120.6883358 35.6489357, -120.6882673 35.6490219, -120.6881438 35.6490434, -120.6880377 35.6489877))"
Plant_212505847,"POLYGON ((-120.687791 35.648478, -120.6876735 35.6484329, -120.6876296 35.6483335, -120.6876851 35.648238, -120.6878075 35.6482024, -120.687925 35.6482475, -120.6879688 35.6483469, -120.6879133 35.6484424, -120.687791 35.648478))"
Plant_212505848,"POLYGON ((-120.6876372 35.6489062, -120.6876294 35.648837, -120.6876841 35.6487835, -120.6877693 35.6487772, -120.6878351 35.6488216, -120.6878429 35.6488909, -120.6877882 35.6489443, -120.687703 35.6489507, -120.6876372 35.6489062))"
Plant_213893880,"POLYGON ((-120.6937799 35.7597795, -120.693892 35.7599714, -120.6938751 35.7601098, -120.6938029 35.7601462, -120.693527 35.7601514, -120.6934433 35.7601116, -120.693397 35.7599765, -120.6933644 35.7598655, -120.693407 35.7597865, -120.693596 35.7597629, -120.6937799 35.7597795))"
